item_0,item_1,item_2,time_cost
"[2, 98, 64, 64]","[2, 98, 64, 64]","[2, 98, 64, 64]",2.4080276489257812e-05
"[2, 4, 92, 124]","[2, 4, 92, 124]","[2, 4, 92, 124]",1.8835067749023438e-05
"[2, 4, 46, 62]","[2, 4, 46, 62]","[2, 4, 46, 62]",1.5020370483398438e-05
"[2, 4, 23, 31]","[2, 4, 23, 31]","[2, 4, 23, 31]",1.3589859008789062e-05
"[2, 4, 12, 16]","[2, 4, 12, 16]","[2, 4, 12, 16]",1.2874603271484375e-05
"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",1.2636184692382812e-05
"[2, 4, 128, 96]","[2, 4, 128, 96]","[2, 4, 128, 96]",1.6450881958007812e-05
"[2, 4, 64, 48]","[2, 4, 64, 48]","[2, 4, 64, 48]",1.4781951904296875e-05
"[2, 4, 32, 24]","[2, 4, 32, 24]","[2, 4, 32, 24]",1.3828277587890625e-05
"[2, 4, 16, 12]","[2, 4, 16, 12]","[2, 4, 16, 12]",1.239776611328125e-05
"[2, 4, 8, 6]","[2, 4, 8, 6]","[2, 4, 8, 6]",1.1920928955078125e-05
"[2, 4, 76, 104]","[2, 4, 76, 104]","[2, 4, 76, 104]",1.6689300537109375e-05
"[2, 4, 38, 52]","[2, 4, 38, 52]","[2, 4, 38, 52]",1.430511474609375e-05
"[2, 4, 19, 26]","[2, 4, 19, 26]","[2, 4, 19, 26]",1.2874603271484375e-05
"[2, 4, 10, 13]","[2, 4, 10, 13]","[2, 4, 10, 13]",1.2159347534179688e-05
"[2, 4, 5, 7]","[2, 4, 5, 7]","[2, 4, 5, 7]",1.2159347534179688e-05
"[2, 4, 80, 144]","[2, 4, 80, 144]","[2, 4, 80, 144]",1.621246337890625e-05
"[2, 4, 40, 72]","[2, 4, 40, 72]","[2, 4, 40, 72]",1.5020370483398438e-05
"[2, 4, 20, 36]","[2, 4, 20, 36]","[2, 4, 20, 36]",1.2874603271484375e-05
"[2, 4, 10, 18]","[2, 4, 10, 18]","[2, 4, 10, 18]",1.2159347534179688e-05
"[2, 4, 5, 9]","[2, 4, 5, 9]","[2, 4, 5, 9]",1.1920928955078125e-05
