item_0,item_1,item_2,time_cost
"[1, 1, 30, 30]","[1, 1, 30, 30]",-1000000000.0,1.2636184692382812e-05
"[1, 1, 30, 30]","[1, 1, 30, 30]",0,1.5497207641601562e-05
"[16, 100, 1024]","[16, 100, 1024]",-inf,1.6689300537109375e-05
"[16, 100, 4096]","[16, 100, 4096]",-inf,2.9802322387695312e-05
"[16, 100, 16384]","[16, 100, 16384]",-inf,3.266334533691406e-05
"[8, 1, 713]","[8, 1, 713]",-inf,1.4543533325195312e-05
"[8, 1, 399]","[8, 1, 399]",-inf,1.2874603271484375e-05
"[8, 1, 460]","[8, 1, 460]",-inf,1.0967254638671875e-05
"[8, 1, 768]","[8, 1, 768]",-inf,1.1205673217773438e-05
"[8, 1, 330]","[8, 1, 330]",-inf,1.1682510375976562e-05
"[16, 1, 391]","[16, 1, 391]",-inf,1.1205673217773438e-05
"[16, 1, 840]","[16, 1, 840]",-inf,1.3589859008789062e-05
"[16, 1, 600]","[16, 1, 600]",-inf,1.1682510375976562e-05
"[16, 1, 805]","[16, 1, 805]",-inf,1.1205673217773438e-05
