item_0,item_1,time_cost
"[1, 256, 64, 64]","[1, 1, 1, 1]",3.504753112792969e-05
"[640, 640]","[0, 0, 0, 0]",1.9788742065429688e-05
"[160, 160]","[0, 0, 0, 0]",1.5974044799804688e-05
"[800, 800]","[0, 0, 0, 0]",1.8596649169921875e-05
"[512, 512, 3, 3]","[1, 1, 1, 1]",4.696846008300781e-05
"[2, 16, 12, 512]","[0, 0, 0, 2, 0, 5]",3.5762786865234375e-05
"[2, 24, 18, 512]","[0, 0, 0, 6, 0, 0]",3.4809112548828125e-05
"[1, 64, 32, 32]","[1, 1, 1, 1]",3.170967102050781e-05
"[1, 16, 12, 768]","[0, 0, 0, 2, 0, 5]",3.266334533691406e-05
"[2, 32, 32, 768]","[0, 0, 0, 3, 0, 3]",3.4332275390625e-05
