item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[2.0, 256.0, 25.0, 35.0]","[50.0, 70.0]",[False],['nearest'],['False'],['None'],[True],0.012216329574584961
"[1.0, 256.0, 13.0, 13.0]","[26.0, 25.0]",[False],['bilinear'],['False'],['None'],[True],0.004345893859863281
"[1.0, 96.0, 24.0, 26.0]",[False],[2.0],['None'],['False'],['None'],[True],0.003437042236328125
"[4.0, 64.0, 160.0, 160.0]","[160.0, 160.0]",[False],['nearest'],['False'],['None'],[True],0.032895565032958984
"[2.0, 256.0, 50.0, 68.0]","[100.0, 136.0]",[False],['nearest'],['False'],['None'],[True],0.01607680320739746
"[1.0, 256.0, 42.0, 24.0]","[84.0, 48.0]",[False],['nearest'],['False'],['None'],[True],0.003663778305053711
"[2.0, 256.0, 50.0, 78.0]","[100.0, 156.0]",[False],['nearest'],['False'],['None'],[True],0.02423691749572754
"[32.0, 64.0, 16.0, 12.0]",[False],[2.0],['nearest'],['None'],['None'],[True],0.004612922668457031
"[32.0, 32.0, 8.0, 6.0]",[False],[8.0],['nearest'],['None'],['None'],[True],0.003688812255859375
"[2.0, 256.0, 32.0, 32.0]","[64.0, 64.0]",[False],['bilinear'],['False'],['None'],[True],0.004520416259765625
"[1.0, 256.0, 25.0, 40.0]","[50.0, 80.0]",[False],['nearest'],['False'],['None'],[True],0.004690647125244141
"[1.0, 256.0, 76.0, 50.0]",[False],[2.0],['bilinear'],['False'],['None'],[True],0.006314992904663086
"[1.0, 1.0, 800.0, 895.0]","[25.0, 28.0]",[False],['None'],['False'],['None'],[True],0.004860401153564453
"[2.0, 150.0, 128.0, 128.0]","[512.0, 512.0]",[False],['bilinear'],['False'],['None'],[True],0.1648249626159668
"[1.0, 256.0, 13.0, 19.0]","[25.0, 38.0]",[False],['bilinear'],['False'],['None'],[True],0.0038750171661376953
"[2.0, 256.0, 25.0, 42.0]","[50.0, 84.0]",[False],['nearest'],['False'],['None'],[True],0.005089998245239258
"[1.0, 96.0, 20.0, 26.0]",[False],[2.0],['None'],['False'],['None'],[True],0.002734661102294922
"[2.0, 512.0, 16.0, 16.0]","[32.0, 32.0]",[False],['bilinear'],['False'],['None'],[True],0.004013776779174805
"[1.0, 256.0, 25.0, 34.0]",[False],[2.0],['bilinear'],['False'],['None'],[True],0.0041315555572509766
"[1.0, 256.0, 76.0, 50.0]","[152.0, 100.0]",[False],['nearest'],['False'],['None'],[True],0.006245851516723633
"[1.0, 256.0, 208.0, 200.0]",[False],[0.5],['bilinear'],['False'],['None'],[True],0.04022836685180664
"[1.0, 256.0, 104.0, 100.0]","[208.0, 200.0]",[False],['nearest'],['False'],['None'],[True],0.015070676803588867
"[4.0, 64.0, 20.0, 20.0]","[160.0, 160.0]",[False],['nearest'],['False'],['None'],[True],0.004099130630493164
"[2.0, 256.0, 50.0, 76.0]","[100.0, 152.0]",[False],['nearest'],['False'],['None'],[True],0.00962686538696289
"[4.0, 256.0, 20.0, 20.0]","[40.0, 40.0]",[False],['nearest'],['False'],['None'],[True],0.005466938018798828
