item_0,item_1,item_2,time_cost
"[1, 3, 256, 255]","[1, 3, 256, 255]",none,2.3450770378112793
"[256, 3, 192, 192]","[256, 3, 192, 192]",none,0.004962921142578125
"[2, 3, 256, 256]","[2, 3, 256, 256]",none,0.0030074119567871094
"[1, 64, 64]","[1, 64, 64]",mean,0.0029959678649902344
"[2, 15, 3]","[2, 15, 3]",mean,0.0015559196472167969
"[16, 3, 196, 196]","[16, 3, 196, 196]",none,0.0020532608032226562
"[12, 512, 16, 16]","[12, 512, 16, 16]",mean,0.0031769275665283203
"[1, 3, 256, 256]","[1, 3, 256, 256]",none,0.002858877182006836
"[12, 128, 128, 128]","[12, 128, 128, 128]",mean,0.001710653305053711
"[1, 64, 128, 128]","[1, 64, 128, 128]",mean,0.0016586780548095703
"[9, 3, 160, 160]","[9, 3, 160, 160]",none,0.0015578269958496094
"[12, 512, 32, 32]","[12, 512, 32, 32]",mean,0.0029468536376953125
"[16, 3, 128, 128]","[16, 3, 128, 128]",none,0.0016105175018310547
"[1, 128, 64, 64]","[1, 128, 64, 64]",mean,0.001689910888671875
"[16, 512, 8, 8]","[16, 512, 8, 8]",mean,0.0015811920166015625
"[4, 3, 256, 256]","[4, 3, 256, 256]",none,0.0014965534210205078
"[1, 256, 32, 32]","[1, 256, 32, 32]",mean,0.0022487640380859375
"[12, 64, 256, 256]","[12, 64, 256, 256]",mean,0.0029287338256835938
"[10, 1, 512, 512]","[10, 1, 512, 512]",none,0.0028738975524902344
"[16, 2304, 3]","[16, 2304, 3]",none,0.001565694808959961
"[12, 3, 256, 256]","[12, 3, 256, 256]",none,0.0015153884887695312
"[4, 17, 3]","[4, 17, 3]",mean,0.0016047954559326172
"[1, 3, 255, 256]","[1, 3, 255, 256]",none,0.002819538116455078
"[12, 256, 64, 64]","[12, 256, 64, 64]",mean,0.0018389225006103516
"[2, 1]","[2, 1]",mean,0.0018453598022460938
"[1, 256, 256]","[1, 256, 256]",mean,0.0016565322875976562
"[1, 128, 128]","[1, 128, 128]",mean,0.002158641815185547
"[2, 17, 3]","[2, 17, 3]",mean,0.0015652179718017578
