item_0,time_cost
"[2, 38]",2.379701614379883
"[2, 27, 32, 3, 3]",0.009089946746826172
"[2, 45, 52, 52]",0.003999233245849609
"[64, 76, 3, 3]",0.003187894821166992
"[2, 91]",0.003204345703125
"[19, 23, 3, 3]",0.0031805038452148438
"[2, 19, 52, 52]",0.0033104419708251953
"[2, 91, 108, 3, 3]",0.0030059814453125
"[128, 128, 3, 3]",0.003060579299926758
"[2, 76, 36, 36]",0.0017468929290771484
"[2, 128]",0.003058195114135742
"[2, 45, 54, 3, 3]",0.0030858516693115234
"[2, 45]",0.0017168521881103516
"[2, 64, 76, 3, 3]",0.001806020736694336
"[16, 16, 3, 3]",0.002157449722290039
"[2, 76]",0.0020079612731933594
"[2, 32]",0.001909017562866211
"[128, 2]",0.0016875267028808594
"[38, 45, 3, 3]",0.0016694068908691406
"[2, 54, 52, 52]",0.0020465850830078125
"[2, 64, 36, 36]",0.0016117095947265625
"[2, 32, 38, 3, 3]",0.0017855167388916016
"[54, 64, 3, 3]",0.0018994808197021484
"[76, 91, 3, 3]",0.0017077922821044922
"[2, 32, 52, 52]",0.001611471176147461
"[2, 27, 52, 52]",0.002025127410888672
"[2, 19, 23, 3, 3]",0.0017309188842773438
"[2, 16]",0.001730203628540039
"[2, 38, 45, 3, 3]",0.002039194107055664
"[2, 16, 16, 3, 3]",0.00177764892578125
"[16, 19, 3, 3]",0.0017933845520019531
"[2, 108, 128, 3, 3]",0.002028942108154297
"[128, 1]",0.0017533302307128906
"[2, 76, 91, 3, 3]",0.00164031982421875
"[2, 108, 36, 36]",0.002180337905883789
"[2, 19]",0.0016064643859863281
"[2, 54, 64, 3, 3]",0.0017271041870117188
"[2, 108]",0.0017218589782714844
"[2, 128, 128, 3, 3]",0.003133058547973633
"[2, 27]",0.003186941146850586
"[27, 32, 3, 3]",0.0017795562744140625
"[2, 16, 19, 3, 3]",0.003023862838745117
"[91, 108, 3, 3]",0.0030961036682128906
"[2, 16, 32, 32]",0.0018057823181152344
"[2, 38, 52, 52]",0.0017168521881103516
"[2, 91, 36, 36]",0.0017251968383789062
"[32, 38, 3, 3]",0.0030641555786132812
"[2, 23]",0.0031380653381347656
"[2, 16, 52, 52]",0.0029609203338623047
"[2, 128, 36, 36]",0.0018086433410644531
"[2, 54]",0.0020482540130615234
"[45, 54, 3, 3]",0.0015583038330078125
"[2, 64]",0.0017371177673339844
"[23, 27, 3, 3]",0.0016546249389648438
"[108, 128, 3, 3]",0.002062559127807617
"[2, 23, 52, 52]",0.002004384994506836
"[2, 23, 27, 3, 3]",0.0016911029815673828
