item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[1, 1280, 4, 16, 16]","[512, 1280, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.019311189651489258
"[1, 64, 32, 32, 32]","[16, 64, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.022658109664916992
"[1, 64, 32, 16, 16]","[256, 64, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.02147221565246582
"[1, 80, 4, 64, 64]","[64, 80, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.015073299407958984
"[1, 16, 32, 64, 64]","[16, 16, 1, 3, 3]",[False],"[1, 2, 2]","[0, 1, 1]","[1, 1, 1]",[1],0.024402141571044922
"[1, 64, 4, 64, 64]","[256, 64, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.014808893203735352
"[1, 512, 4, 16, 16]","[2048, 512, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.014272689819335938
"[1, 256, 32, 16, 16]","[64, 256, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.023618459701538086
"[1, 128, 4, 32, 32]","[128, 128, 1, 3, 3]",[False],"[1, 1, 1]","[0, 1, 1]","[1, 1, 1]",[1],0.018779516220092773
"[1, 256, 4, 16, 16]","[256, 256, 1, 3, 3]",[False],"[1, 1, 1]","[0, 1, 1]","[1, 1, 1]",[1],0.018488645553588867
"[1, 1280, 4, 16, 16]","[2048, 1280, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.015120744705200195
"[1, 32, 32, 16, 16]","[32, 32, 1, 3, 3]",[False],"[1, 1, 1]","[0, 1, 1]","[1, 1, 1]",[1],0.024414539337158203
"[1, 64, 32, 32, 32]","[128, 64, 1, 1, 1]",[False],"[1, 2, 2]","[0, 0, 0]","[1, 1, 1]",[1],0.022661209106445312
"[1, 64, 4, 64, 64]","[64, 64, 1, 3, 3]",[False],"[1, 1, 1]","[0, 1, 1]","[1, 1, 1]",[1],0.017698049545288086
"[1, 8, 32, 64, 64]","[16, 8, 5, 1, 1]",[False],"[8, 1, 1]","[2, 0, 0]","[1, 1, 1]",[1],0.03334999084472656
"[1, 128, 32, 16, 16]","[256, 128, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.02038717269897461
"[1, 512, 4, 32, 32]","[128, 512, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.014525890350341797
"[1, 128, 4, 64, 64]","[128, 128, 1, 3, 3]",[False],"[1, 2, 2]","[0, 1, 1]","[1, 1, 1]",[1],0.01766657829284668
"[1, 1024, 4, 16, 16]","[256, 1024, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.01737189292907715
"[1, 256, 4, 32, 32]","[256, 256, 1, 3, 3]",[False],"[1, 2, 2]","[0, 1, 1]","[1, 1, 1]",[1],0.018399715423583984
"[1, 2048, 4, 16, 16]","[512, 2048, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.01858043670654297
"[1, 8, 32, 64, 64]","[8, 8, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.0243377685546875
"[1, 256, 4, 16, 16]","[1024, 256, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.014475584030151367
"[1, 320, 4, 64, 64]","[128, 320, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.015122652053833008
"[1, 32, 32, 64, 64]","[16, 32, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.023454666137695312
"[1, 16, 32, 32, 32]","[64, 16, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.022082805633544922
"[1, 640, 4, 32, 32]","[256, 640, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.016810894012451172
"[1, 8, 32, 64, 64]","[32, 8, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.024581432342529297
"[1, 128, 32, 16, 16]","[32, 128, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.025179386138916016
"[1, 320, 4, 64, 64]","[512, 320, 1, 1, 1]",[False],"[1, 2, 2]","[0, 0, 0]","[1, 1, 1]",[1],0.015186309814453125
"[1, 512, 4, 16, 16]","[512, 512, 1, 3, 3]",[False],"[1, 1, 1]","[0, 1, 1]","[1, 1, 1]",[1],0.018249034881591797
"[1, 640, 4, 32, 32]","[1024, 640, 1, 1, 1]",[False],"[1, 2, 2]","[0, 0, 0]","[1, 1, 1]",[1],0.014971494674682617
"[1, 256, 4, 64, 64]","[64, 256, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.014948368072509766
"[1, 32, 32, 64, 64]","[8, 32, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.03751492500305176
"[1, 3, 32, 256, 256]","[8, 3, 5, 7, 7]",[False],"[1, 2, 2]","[2, 3, 3]","[1, 1, 1]",[1],0.057312965393066406
