item_0,time_cost
"[4, 256, 3, 3]",2.3126602172851562e-05
38,2.4318695068359375e-05
"[128, 384, 1, 1]",1.1444091796875e-05
"[512, 32, 1, 1]",7.152557373046875e-06
928,6.67572021484375e-06
1024,6.4373016357421875e-06
"[128, 64, 3, 3]",6.67572021484375e-06
"[486, 512, 3, 3]",6.9141387939453125e-06
544,6.4373016357421875e-06
150,6.198883056640625e-06
"[128, 128, 1, 3, 3]",6.67572021484375e-06
"[128, 864, 1, 1]",6.4373016357421875e-06
"[96, 16, 1, 1]",6.4373016357421875e-06
"[4, 96, 1, 1]",6.4373016357421875e-06
"[24, 256, 3, 3]",6.4373016357421875e-06
[384],6.198883056640625e-06
"[128, 128, 4, 4]",6.67572021484375e-06
80,6.67572021484375e-06
"[1024, 64, 1, 1]",6.4373016357421875e-06
17,6.198883056640625e-06
"[96, 320, 1, 1]",6.67572021484375e-06
"[160, 576, 1, 1]",6.4373016357421875e-06
"[8, 32, 1, 1]",6.4373016357421875e-06
"[255, 96, 1, 1]",6.4373016357421875e-06
"[768, 256]",6.198883056640625e-06
"[64, 3, 3, 3]",6.198883056640625e-06
"[80, 480, 1, 1]",6.198883056640625e-06
"[256, 128, 3, 3]",6.4373016357421875e-06
"[2304, 768]",6.67572021484375e-06
"[128, 768, 1, 1]",6.4373016357421875e-06
"[2048, 1280, 1, 1, 1]",6.67572021484375e-06
"[64, 64, 1, 3, 3]",8.58306884765625e-06
"[2048, 1024, 1, 1]",6.67572021484375e-06
"[486, 1024, 3, 3]",0.00039768218994140625
4,1.0728836059570312e-05
448,6.4373016357421875e-06
"[2048, 512, 1, 1, 1]",6.67572021484375e-06
"[40, 144, 1, 1]",6.67572021484375e-06
"[512, 512, 2, 2]",5.9604644775390625e-06
"[256, 256, 3, 3]",6.198883056640625e-06
"[4, 12544]",6.198883056640625e-06
1600,6.198883056640625e-06
32,6.198883056640625e-06
"[256, 64, 1, 1]",6.4373016357421875e-06
"[2048, 128, 1, 1]",6.4373016357421875e-06
"[24, 512, 3, 3]",6.198883056640625e-06
34,5.9604644775390625e-06
"[16, 64, 1, 1]",6.198883056640625e-06
"[150, 256, 1, 1]",6.198883056640625e-06
[96],5.9604644775390625e-06
224,6.198883056640625e-06
"[96, 3, 4, 4]",6.198883056640625e-06
"[48, 1152, 1, 1]",6.198883056640625e-06
20,5.7220458984375e-06
"[48, 48, 1, 1]",6.198883056640625e-06
"[512, 320, 1, 1, 1]",6.198883056640625e-06
