item_0,item_1,item_2,time_cost
"[1131, 49, 49]","[1131, 49, 49]",-100.0,0.0008864402770996094
"[32, 31, 6, 40, 1]","[32, 31, 6, 40, 1]",-inf,4.482269287109375e-05
"[1131, 49, 49]","[1131, 49, 49]",0.0,3.743171691894531e-05
"[80, 49, 49]","[80, 49, 49]",-100.0,2.6464462280273438e-05
"[300, 49, 49]","[300, 49, 49]",0.0,2.3365020751953125e-05
"[64, 49, 49]","[64, 49, 49]",-100.0,2.2411346435546875e-05
"[20, 49, 49]","[20, 49, 49]",-100.0,2.0265579223632812e-05
"[1, 49, 49]","[1, 49, 49]",0.0,2.0503997802734375e-05
"[1276, 49, 49]","[1276, 49, 49]",0.0,0.0008366107940673828
"[24, 49, 49]","[24, 49, 49]",-100.0,3.24249267578125e-05
"[300, 49, 49]","[300, 49, 49]",-100.0,2.7418136596679688e-05
"[88, 49, 49]","[88, 49, 49]",0.0,2.86102294921875e-05
"[1276, 49, 49]","[1276, 49, 49]",-100.0,2.5987625122070312e-05
"[1, 49, 49]","[1, 49, 49]",-100.0,2.0742416381835938e-05
"[16, 49, 49]","[16, 49, 49]",-100.0,3.0040740966796875e-05
"[20, 49, 49]","[20, 49, 49]",0.0,3.170967102050781e-05
"[330, 49, 49]","[330, 49, 49]",-100.0,3.2901763916015625e-05
"[24, 49, 49]","[24, 49, 49]",0.0,3.0994415283203125e-05
"[4, 49, 49]","[4, 49, 49]",0.0,2.0742416381835938e-05
"[88, 49, 49]","[88, 49, 49]",-100.0,2.2411346435546875e-05
"[80, 49, 49]","[80, 49, 49]",0.0,2.193450927734375e-05
"[4, 49, 49]","[4, 49, 49]",-100.0,2.002716064453125e-05
"[16, 49, 49]","[16, 49, 49]",0.0,2.002716064453125e-05
"[64, 49, 49]","[64, 49, 49]",0.0,2.193450927734375e-05
"[330, 49, 49]","[330, 49, 49]",0.0,2.2411346435546875e-05
