item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[1, 1, 28, 28]","[1, 1, 3, 3]",[0],"[1, 1]","[1, 1]","[1, 1]",[1],0.004919528961181641
"[32, 1, 32, 100]","[64, 1, 3, 3]",[64],"[1, 1]","[1, 1]","[1, 1]",[1],0.011946916580200195
"[32, 64, 16, 50]","[128, 64, 3, 3]",[128],"[1, 1]","[1, 1]","[1, 1]",[1],0.00805974006652832
"[32, 128, 8, 25]","[256, 128, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01830315589904785
"[4, 48, 1, 1]","[1152, 48, 1, 1]",[1152],"[1, 1]","[0, 0]","[1, 1]",[1],0.006987094879150391
"[4, 1152, 1, 1]","[48, 1152, 1, 1]",[48],"[1, 1]","[0, 0]","[1, 1]",[1],0.00698399543762207
"[4, 192, 7, 7]","[1152, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008373498916625977
"[2, 3, 512, 512]","[768, 3, 16, 16]",[768],"[16, 16]","[0, 0]","[1, 1]",[1],0.016832351684570312
"[2, 768, 32, 32]","[768, 768, 1, 1]",[768],"[1, 1]","[0, 0]","[1, 1]",[1],0.01652383804321289
"[2, 768, 128, 128]","[768, 768, 3, 3]",[768],"[1, 1]","[1, 1]","[1, 1]",[1],0.13298702239990234
"[1, 512, 19, 19]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.049062490463256836
"[1, 512, 38, 38]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.04877495765686035
"[1, 256, 75, 75]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.016787052154541016
"[1, 256, 100, 152]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01640796661376953
"[1, 256, 200, 304]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.017355918884277344
"[1, 256, 50, 76]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.016388893127441406
"[2, 256, 64, 64]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008835554122924805
"[2, 256, 64, 64]","[256, 256, 3, 3]",[False],"[1, 1]","[2, 2]","[2, 2]",[1],0.014795541763305664
"[2, 1024, 64, 64]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00860142707824707
"[4, 192, 14, 14]","[192, 192, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010769844055175781
"[4, 96, 28, 28]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005574703216552734
"[4, 192, 14, 14]","[192, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00496363639831543
"[4, 128, 14, 14]","[32, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005116939544677734
"[4, 128, 28, 28]","[32, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004868030548095703
"[4, 128, 7, 7]","[32, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004455089569091797
"[1, 384, 20, 26]","[384, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[384],0.0034368038177490234
"[1, 64, 20, 26]","[384, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004145383834838867
"[1, 32, 40, 52]","[192, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003728628158569336
"[4, 64, 1, 1]","[1024, 64, 1, 1]",[1024],"[1, 1]","[0, 0]","[1, 1]",[1],0.006375312805175781
"[4, 1024, 1, 1]","[64, 1024, 1, 1]",[64],"[1, 1]","[0, 0]","[1, 1]",[1],0.0062274932861328125
"[4, 256, 14, 14]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00864410400390625
"[32, 32, 64, 48]","[32, 32, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0038547515869140625
"[32, 64, 32, 24]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0046155452728271484
"[32, 128, 16, 12]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0062520503997802734
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.015103340148925781
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004386425018310547
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0064127445220947266
"[1, 256, 50, 68]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.016796112060546875
"[1, 256, 25, 34]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01851487159729004
"[1, 256, 100, 136]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.016750574111938477
"[4, 3, 224, 224]","[768, 3, 16, 16]",[768],"[16, 16]","[0, 0]","[1, 1]",[1],0.016835689544677734
"[32, 512, 6, 40]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.0729990005493164
"[32, 512, 6, 40]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04668164253234863
"[32, 256, 12, 40]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014680624008178711
"[1, 256, 50, 68]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014937162399291992
"[1, 256, 50, 68]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.010078191757202148
"[1, 1024, 50, 68]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.009007692337036133
"[48, 256, 14, 14]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.009257316589355469
"[48, 256, 14, 14]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014619112014770508
"[48, 1024, 14, 14]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008828163146972656
"[1, 256, 50, 76]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.009400367736816406
"[1, 256, 50, 76]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014992713928222656
"[1, 256, 50, 68]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008900642395019531
"[8, 256, 16, 12]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.010799884796142578
"[8, 256, 16, 12]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.015115499496459961
"[8, 1024, 16, 12]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008497238159179688
"[2, 1024, 64, 64]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008675575256347656
"[2, 256, 64, 64]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008852481842041016
"[2, 2048, 64, 64]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.023293256759643555
"[1, 256, 51, 48]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008955001831054688
"[1, 256, 41, 40]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00876927375793457
"[1, 256, 35, 30]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008821487426757812
"[2, 256, 64, 64]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008571386337280273
"[2, 256, 64, 64]","[256, 256, 3, 3]",[False],"[1, 1]","[2, 2]","[2, 2]",[1],0.015767574310302734
"[2, 1024, 64, 64]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008794546127319336
"[4, 3, 224, 224]","[96, 3, 4, 4]",[96],"[4, 4]","[0, 0]","[1, 1]",[1],0.005330801010131836
"[16, 256, 32, 32]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014545679092407227
"[16, 64, 128, 128]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004475116729736328
"[16, 128, 64, 64]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.034754037857055664
"[4, 116, 14, 14]","[116, 116, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003910541534423828
"[4, 58, 28, 28]","[58, 58, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003914594650268555
"[4, 232, 7, 7]","[232, 232, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004548788070678711
"[4, 512, 14, 14]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.04924416542053223
"[4, 512, 28, 28]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.04999947547912598
"[4, 256, 56, 56]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01672983169555664
"[1, 256, 76, 50]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01465606689453125
"[1, 256, 84, 48]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01519775390625
"[1, 256, 50, 68]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014794349670410156
"[2, 256, 32, 32]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008574247360229492
"[2, 256, 32, 32]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.015261173248291016
"[2, 1024, 32, 32]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008915424346923828
"[1, 256, 50, 68]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014833450317382812
"[1, 256, 50, 68]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008614301681518555
"[1, 1024, 50, 68]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008527755737304688
"[32, 128, 150, 17]","[384, 128, 1, 1]",[384],"[1, 1]","[0, 0]","[1, 1]",[1],0.006467580795288086
"[32, 64, 300, 17]","[64, 64, 9, 1]",[64],"[1, 1]","[4, 0]","[1, 1]",[1],0.0063855648040771484
"[32, 64, 300, 17]","[192, 64, 1, 1]",[192],"[1, 1]","[0, 0]","[1, 1]",[1],0.005566835403442383
"[2, 128, 64, 64]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0066258907318115234
"[2, 256, 32, 32]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014712810516357422
"[2, 512, 16, 16]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.046491384506225586
"[4, 384, 14, 14]","[384, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[384],0.0033020973205566406
"[4, 64, 14, 14]","[384, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0039081573486328125
"[4, 32, 28, 28]","[192, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0051381587982177734
"[4, 256, 40, 40]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014621257781982422
"[4, 64, 160, 160]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004431247711181641
"[4, 128, 80, 80]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.006475925445556641
"[1, 256, 24, 24]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01444864273071289
"[1, 256, 40, 40]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014723062515258789
"[1, 256, 36, 36]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014452219009399414
"[2, 256, 50, 68]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014339685440063477
"[2, 256, 50, 84]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014707088470458984
"[2, 256, 50, 76]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.015028238296508789
