item_0,time_cost
"([1, 1560, 2], [1, 1560, 2])",1.9311904907226562e-05
"([1, 6240, 2], [1, 6240, 2])",6.4373016357421875e-06
"([1, 390, 2], [1, 390, 2])",5.245208740234375e-06
"([1, 7488, 2], [1, 7488, 2])",4.5299530029296875e-06
"([1, 1152, 2], [1, 1152, 2])",4.5299530029296875e-06
"([1, 4368, 2], [1, 4368, 2])",4.76837158203125e-06
"([8, 17, 2], [8, 17, 2])",4.291534423828125e-06
"([32, 3072], [32, 3072])",4.291534423828125e-06
"([1, 1872, 2], [1, 1872, 2])",4.0531158447265625e-06
"([1, 288, 2], [1, 288, 2])",4.0531158447265625e-06
"([1, 468, 2], [1, 468, 2])",4.0531158447265625e-06
"([1, 4608, 2], [1, 4608, 2])",4.0531158447265625e-06
"([1, 273, 2], [1, 273, 2])",4.0531158447265625e-06
"([1, 1092, 2], [1, 1092, 2])",4.291534423828125e-06
