item_0,item_1,item_2,time_cost
[21486],"[16128, 4032, 1008, 252, 66]",0,3.528594970703125e-05
"[20267, 4]","[15200, 3800, 950, 247, 70]",0,9.298324584960938e-06
[20267],"[15200, 3800, 950, 247, 70]",0,7.62939453125e-06
"[20805, 4]","[15600, 3900, 975, 260, 70]",0,7.62939453125e-06
[20267],"[15200, 3800, 950, 247, 70]",0,7.3909759521484375e-06
"[100, 4]","[1, 1, 1, 1]",-1,7.867813110351562e-06
"[18134, 4]","[13600, 3400, 850, 221, 63]",0,7.152557373046875e-06
[20805],"[15600, 3900, 975, 260, 70]",0,6.9141387939453125e-06
"[18672, 4]","[14000, 3500, 875, 234, 63]",0,7.152557373046875e-06
"[1, 4]","[1, 1, 1, 1]",-1,6.67572021484375e-06
[22400],"[16800, 4200, 1050, 273, 77]",0,7.152557373046875e-06
"[16, 4]","[1, 1, 1, 1]",-1,6.9141387939453125e-06
"[7, 4]","[1, 1, 1, 1]",-1,6.9141387939453125e-06
"[2, 4]","[1, 1, 1, 1]",-1,6.9141387939453125e-06
"[3, 4]","[1, 1, 1, 1]",-1,7.152557373046875e-06
"[22400, 4]","[16800, 4200, 1050, 273, 77]",0,7.152557373046875e-06
[18134],"[13600, 3400, 850, 221, 63]",0,7.152557373046875e-06
"[32, 17, 3072]",1,1,1.71661376953125e-05
[21486],"[16128, 4032, 1008, 252, 66]",0,7.62939453125e-06
[18134],"[13600, 3400, 850, 221, 63]",0,7.152557373046875e-06
[18672],"[14000, 3500, 875, 234, 63]",0,7.152557373046875e-06
