item_0,item_1,item_2,time_cost
"[8, 100, 32]",[0],[1],7.772445678710938e-05
"[1131, 3, 49, 32]",[1],[2],2.4557113647460938e-05
"[4, 384, 784]",[1],[2],1.9550323486328125e-05
"[8, 660, 32]",[-2],[-1],1.8358230590820312e-05
"[256, 3, 49, 32]",[1],[2],1.5735626220703125e-05
"[525, 8, 32]",[0],[1],1.52587890625e-05
"[8, 420, 32]",[-2],[-1],1.8835067749023438e-05
"[2, 768, 1024]",[1],[2],1.4781951904296875e-05
"[256, 3, 49, 32]",[-2],[-1],1.5020370483398438e-05
"[24, 24, 49, 32]",[1],[2],1.6927719116210938e-05
"[8, 525, 32]",[0],[1],1.5020370483398438e-05
"[8, 700, 32]",[0],[1],1.3589859008789062e-05
"[300, 6, 49, 32]",[1],[2],1.4543533325195312e-05
"[8, 270, 32]",[-2],[-1],1.3828277587890625e-05
"[8, 418, 32]",[-2],[-1],1.3828277587890625e-05
"[20, 24, 49, 32]",[-2],[-1],1.33514404296875e-05
"[4, 96]",[0],[1],1.4543533325195312e-05
"[1025, 24, 64]",[0],[1],1.5735626220703125e-05
"[330, 6, 49, 32]",[1],[2],1.4543533325195312e-05
"[270, 8, 32]",[0],[1],1.33514404296875e-05
"[300, 6, 49, 32]",[-2],[-1],1.4066696166992188e-05
"[1, 1536, 950]",[1],[2],1.3828277587890625e-05
"[8, 506, 32]",[0],[1],1.3828277587890625e-05
"[16, 12, 49, 32]",[-2],[-1],1.4066696166992188e-05
"[4, 2, 232, 7, 7]",[1],[2],3.0994415283203125e-05
"[4, 192]",[0],[1],1.5020370483398438e-05
"[1, 1536, 850]",[1],[2],1.4543533325195312e-05
"[4, 96, 3136]",[1],[2],1.3113021850585938e-05
"[1, 384, 15200]",[1],[2],1.52587890625e-05
"[16, 12, 49, 32]",[1],[2],1.430511474609375e-05
"[20, 24, 49, 32]",[1],[2],3.7670135498046875e-05
"[700, 8, 32]",[0],[1],1.3828277587890625e-05
"[1276, 3, 49, 32]",[-2],[-1],1.3828277587890625e-05
"[4, 2, 116, 14, 14]",[1],[2],3.4332275390625e-05
"[8, 506, 32]",[-2],[-1],1.3828277587890625e-05
"[4, 12, 197, 64]",[1],[2],1.3589859008789062e-05
"[64, 6, 49, 32]",[1],[2],1.8835067749023438e-05
"[88, 12, 49, 32]",[1],[2],1.4066696166992188e-05
"[4, 12, 197, 64]",[-2],[-1],1.3589859008789062e-05
"[80, 12, 49, 32]",[1],[2],1.33514404296875e-05
"[8, 624, 32]",[-2],[-1],1.3113021850585938e-05
"[8, 720, 32]",[0],[1],1.33514404296875e-05
"[4, 24, 49, 32]",[-2],[-1],1.33514404296875e-05
"[384, 4, 192]",[1],[2],1.3113021850585938e-05
"[24, 24, 49, 32]",[-2],[-1],1.3113021850585938e-05
"[8, 720, 32]",[-2],[-1],1.3113021850585938e-05
"[64, 6, 49, 32]",[-2],[-1],1.3589859008789062e-05
"[2, 1025, 768]",[0],[1],1.3113021850585938e-05
"[1, 768, 3800]",[1],[2],1.2874603271484375e-05
"[768, 4, 384]",[1],[2],1.2874603271484375e-05
"[24, 1025, 64]",[-2],[-1],1.3113021850585938e-05
"[24, 1025, 64]",[0],[1],1.33514404296875e-05
"[420, 8, 32]",[0],[1],1.2874603271484375e-05
"[720, 8, 32]",[0],[1],1.2874603271484375e-05
"[6, 100, 1, 256]",[1],[2],1.3113021850585938e-05
"[2, 1, 128, 128]",[0],[1],1.3113021850585938e-05
"[624, 8, 32]",[0],[1],3.8623809814453125e-05
"[4, 384]",[0],[1],1.430511474609375e-05
"[330, 6, 49, 32]",[-2],[-1],5.435943603515625e-05
"[8, 270, 32]",[0],[1],1.7404556274414062e-05
"[4, 2, 58, 28, 28]",[1],[2],1.430511474609375e-05
"[8, 418, 32]",[0],[1],1.3828277587890625e-05
"[8, 700, 32]",[-2],[-1],3.24249267578125e-05
"[8, 420, 32]",[0],[1],1.3828277587890625e-05
"[4, 24, 49, 32]",[1],[2],1.33514404296875e-05
"[1276, 3, 49, 32]",[1],[2],1.3589859008789062e-05
"[1, 96, 54400]",[1],[2],1.3828277587890625e-05
"[1131, 3, 49, 32]",[-2],[-1],1.430511474609375e-05
"[8, 525, 32]",[-2],[-1],1.3113021850585938e-05
"[1, 384, 13600]",[1],[2],1.33514404296875e-05
"[418, 8, 32]",[0],[1],1.3589859008789062e-05
"[1, 768, 1024]",[1],[2],1.3828277587890625e-05
"[660, 8, 32]",[0],[1],1.2874603271484375e-05
"[506, 8, 32]",[0],[1],1.33514404296875e-05
"[80, 12, 49, 32]",[-2],[-1],1.3589859008789062e-05
"[8, 624, 32]",[0],[1],1.3589859008789062e-05
"[1, 768, 3400]",[1],[2],1.2636184692382812e-05
"[1025, 2, 768]",[0],[1],1.33514404296875e-05
"[88, 12, 49, 32]",[-2],[-1],1.3113021850585938e-05
"[192, 4, 96]",[1],[2],1.3113021850585938e-05
"[8, 100, 32]",[-2],[-1],1.2874603271484375e-05
"[8, 660, 32]",[0],[1],1.3113021850585938e-05
"[4, 768, 196]",[1],[2],1.239776611328125e-05
"[2, 1, 512, 512]",[0],[1],1.2874603271484375e-05
"[1, 96, 60800]",[1],[2],1.2636184692382812e-05
"[4, 1536, 49]",[1],[2],1.8835067749023438e-05
"[100, 8, 32]",[0],[1],1.4781951904296875e-05
