item_0,item_1,time_cost
"[24, 1025, 64]","[24, 64, 1025]",0.025806665420532227
"[24, 1025, 1025]","[24, 1025, 64]",0.0011336803436279297
"[16, 1601, 64]","[16, 64, 1601]",0.001451730728149414
"[16, 1601, 1601]","[16, 1601, 64]",0.00173187255859375
"[16, 100, 32]","[16, 32, 100]",0.001146554946899414
"[16, 100, 100]","[16, 100, 32]",0.0012621879577636719
"[10, 192, 64]","[10, 64, 48]",0.0015361309051513672
"[10, 192, 48]","[10, 48, 64]",0.0015473365783691406
"[4, 512, 1024]","[4, 1024, 1024]",0.0014667510986328125
"[20, 1024, 64]","[20, 64, 256]",0.0008933544158935547
