item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[4, 3, 224, 224]","[64, 3, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04732799530029297
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.09767317771911621
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.058373451232910156
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.057531118392944336
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05928754806518555
"[4, 64, 224, 224]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.053577423095703125
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03670239448547363
"[4, 64, 224, 224]","[128, 64, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.02829599380493164
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03554034233093262
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0323483943939209
"[4, 128, 112, 112]","[256, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.04421520233154297
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.031341552734375
"[4, 128, 112, 112]","[256, 128, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.015503644943237305
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.031119823455810547
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03396010398864746
"[4, 256, 56, 56]","[512, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03815937042236328
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03941178321838379
"[4, 256, 56, 56]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.013397932052612305
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03966665267944336
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.043575286865234375
"[4, 3, 224, 224]","[64, 3, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.008757829666137695
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0599365234375
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05790066719055176
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05639505386352539
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.055757761001586914
"[4, 64, 224, 224]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.053244829177856445
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03516125679016113
"[4, 64, 224, 224]","[128, 64, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.030382156372070312
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.032599687576293945
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.034430742263793945
"[4, 128, 112, 112]","[256, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.04307889938354492
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.033698320388793945
"[4, 128, 112, 112]","[256, 128, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.016733646392822266
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.029514312744140625
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.031307220458984375
"[4, 256, 56, 56]","[512, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.039194345474243164
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.041225433349609375
"[4, 256, 56, 56]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.014384031295776367
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04056668281555176
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.041753292083740234
"[4, 3, 224, 224]","[64, 3, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.008702993392944336
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05718207359313965
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05392026901245117
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0513613224029541
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05873751640319824
"[4, 64, 224, 224]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.05256390571594238
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03346085548400879
"[4, 64, 224, 224]","[128, 64, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.028046846389770508
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.032782793045043945
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03408503532409668
"[4, 128, 112, 112]","[256, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.04094648361206055
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.030852317810058594
"[4, 128, 112, 112]","[256, 128, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.015279054641723633
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0317080020904541
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03189229965209961
"[4, 256, 56, 56]","[512, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.036301612854003906
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03867363929748535
"[4, 256, 56, 56]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.013958454132080078
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03910350799560547
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.045178890228271484
"[4, 3, 224, 224]","[64, 3, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.009965181350708008
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.055895328521728516
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05675458908081055
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05332684516906738
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05731511116027832
"[4, 64, 224, 224]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.05160045623779297
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.033600568771362305
"[4, 64, 224, 224]","[128, 64, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.02944350242614746
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.033333778381347656
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.030498504638671875
"[4, 128, 112, 112]","[256, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03902888298034668
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03088665008544922
"[4, 128, 112, 112]","[256, 128, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.01499629020690918
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03138399124145508
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0319671630859375
"[4, 256, 56, 56]","[512, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03962969779968262
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04011964797973633
"[4, 256, 56, 56]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.012524127960205078
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04156231880187988
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04037141799926758
"[4, 3, 224, 224]","[64, 3, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.008295536041259766
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05624866485595703
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.056082963943481445
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05480813980102539
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.05433082580566406
"[4, 64, 224, 224]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.054431915283203125
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0343327522277832
"[4, 64, 224, 224]","[128, 64, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03278303146362305
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03356504440307617
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.034264564514160156
"[4, 128, 112, 112]","[256, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.04208207130432129
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.030796289443969727
"[4, 128, 112, 112]","[256, 128, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.01575613021850586
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0308229923248291
"[4, 256, 56, 56]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.032018423080444336
"[4, 256, 56, 56]","[512, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03980374336242676
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04027605056762695
"[4, 256, 56, 56]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.013755083084106445
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04156208038330078
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04219818115234375
