item_0,item_1,item_2,time_cost
"[8, 1, 399]","[8, 399, 32]","[8, 32, 399]",9.465217590332031e-05
"[16, 1, 391]","[16, 100, 32]","[16, 32, 391]",1.9788742065429688e-05
"[16, 1, 840]","[16, 840, 32]","[16, 32, 840]",0.00012040138244628906
"[16, 1, 805]","[16, 100, 32]","[16, 32, 805]",1.8835067749023438e-05
"[8, 1, 768]","[8, 100, 32]","[8, 32, 768]",1.5974044799804688e-05
"[8, 1, 460]","[8, 460, 32]","[8, 32, 460]",1.5497207641601562e-05
"[16, 1, 600]","[16, 100, 32]","[16, 32, 600]",1.52587890625e-05
"[8, 1, 460]","[8, 100, 32]","[8, 32, 460]",1.5735626220703125e-05
"[8, 1, 768]","[8, 768, 32]","[8, 32, 768]",1.52587890625e-05
"[16, 1, 805]","[16, 805, 32]","[16, 32, 805]",1.6927719116210938e-05
"[8, 1, 713]","[8, 100, 32]","[8, 32, 713]",1.5497207641601562e-05
"[16, 1, 840]","[16, 100, 32]","[16, 32, 840]",1.52587890625e-05
"[16, 100, 1024]","[16, 100, 32]","[16, 32, 1024]",1.6450881958007812e-05
"[8, 1, 399]","[8, 100, 32]","[8, 32, 399]",1.5735626220703125e-05
"[16, 1, 600]","[16, 600, 32]","[16, 32, 600]",1.5020370483398438e-05
"[8, 1, 713]","[8, 713, 32]","[8, 32, 713]",1.5020370483398438e-05
"[8, 1, 330]","[8, 100, 32]","[8, 32, 330]",1.5020370483398438e-05
"[16, 100, 4096]","[16, 100, 32]","[16, 32, 4096]",1.5735626220703125e-05
"[16, 100, 16384]","[16, 100, 32]","[16, 32, 16384]",0.00013637542724609375
"[16, 1, 391]","[16, 391, 32]","[16, 32, 391]",2.0265579223632812e-05
"[8, 1, 330]","[8, 330, 32]","[8, 32, 330]",1.6450881958007812e-05
