item_0,item_1,time_cost
"[1, 418]","[1, 1, 1, 418]",0.0001373291015625
"[1, 24, 30, 64, 2]","[1, 24, 30, -1]",3.886222839355469e-05
"[361, 6]",[-1],2.7894973754882812e-05
"[8, 4608, 1, 1, 1]","[8, -1]",2.3365020751953125e-05
[33],"[-1, 1]",2.0265579223632812e-05
"[50, 76]",[-1],2.3126602172851562e-05
"[1, 56, 77, 1]","[1, 8, 7, 11, 7, 1]",2.8371810913085938e-05
"[70, 9]",[-1],1.9073486328125e-05
"[13600, 9, 4]","[-1, 4]",1.811981201171875e-05
"[1, 25, 38, 768]","[1, 950, 768]",1.9550323486328125e-05
"[1, 105, 140, 1]","[1, 15, 7, 20, 7, 1]",2.002716064453125e-05
"[13, 21486]",[-1],1.7881393432617188e-05
"[1, 15, 20, 7, 7, 1]","[-1, 7, 7, 1]",1.8835067749023438e-05
"[1, 4]",[-1],2.002716064453125e-05
"[270, 8, 32]","[270, 1, 256]",1.9311904907226562e-05
"[100, 136]",[-1],1.8835067749023438e-05
"[8, 418, 418]","[1, 8, 418, 418]",2.002716064453125e-05
"[4032, 9]",[-1],1.811981201171875e-05
"[54400, 3]",[-1],4.2438507080078125e-05
"[1, 60800, 96]","[1, 200, 304, 96]",1.9311904907226562e-05
[3],"[-1, 1]",1.8358230590820312e-05
[90],[-1],1.811981201171875e-05
"[1, 720]","[1, 1, 1, 720]",1.7881393432617188e-05
"[10, 7]",[-1],3.5762786865234375e-05
[25],"[-1, 1]",2.4557113647460938e-05
[136],"[-1, 1]",1.8596649169921875e-05
[23],"[-1, 1]",1.811981201171875e-05
[21],"[1, -1]",1.7881393432617188e-05
[43],"[-1, 1]",1.7642974853515625e-05
"[6, 11]",[-1],1.7881393432617188e-05
"[2, 3]",[-1],1.6927719116210938e-05
"[8678, 1]",[-1],1.811981201171875e-05
"[1, 15, 7, 22, 7, 192]","[1, 105, 154, -1]",1.9550323486328125e-05
"[1, 28, 42, 1]","[1, 4, 7, 6, 7, 1]",2.1457672119140625e-05
"[8, 100, 525]","[1, 8, 100, 525]",1.8358230590820312e-05
"[8707, 1]",[-1],1.7404556274414062e-05
"[247, 3]",[-1],1.811981201171875e-05
"[330, 7, 7, 1]","[-1, 49]",1.7881393432617188e-05
"[1, 56, 70, 1]","[1, 8, 7, 10, 7, 1]",4.0531158447265625e-05
"[1, 4, 7, 5, 7, 768]","[1, 28, 35, -1]",1.9550323486328125e-05
"[45, 1]",[-1],1.7642974853515625e-05
"[9, 4, 4]","[-1, 4]",4.076957702636719e-05
[1],"[1, -1]",1.9550323486328125e-05
"[1, 203, 273, 1]","[1, 29, 7, 39, 7, 1]",1.9788742065429688e-05
[51],"[1, -1]",4.2438507080078125e-05
[21],"[-1, 1]",1.7881393432617188e-05
[19],"[-1, 1]",1.71661376953125e-05
"[4, 196, 384]","[4, 14, 14, 384]",1.8835067749023438e-05
"[26, 32, 512]","[832, 512]",1.7642974853515625e-05
"[24, 49, 768]","[-1, 7, 7, 768]",1.8596649169921875e-05
"[950, 1]",[-1],1.7404556274414062e-05
"[720, 1, 256]","[720, 8, 32]",1.7642974853515625e-05
"[8, 270, 270]","[1, 8, 270, 270]",3.0040740966796875e-05
"[247, 3, 4]","[-1, 4]",1.8358230590820312e-05
"[20, 26]",[-1],1.7642974853515625e-05
"[80, 12, 49, 49]","[1, 80, 12, 49, 49]",2.0265579223632812e-05
"[88, 49, 384]","[-1, 7, 7, 384]",1.8596649169921875e-05
"[16128, 1]",[-1],1.71661376953125e-05
[8550],"[-1, 1]",1.7404556274414062e-05
"[20, 7, 7, 768]","[1, 4, 5, 7, 7, -1]",1.9788742065429688e-05
[32],"[-1, 1]",1.7404556274414062e-05
[1008],"[-1, 1]",1.7404556274414062e-05
"[700, 8, 32]","[700, 1, 256]",1.7642974853515625e-05
"[1008, 9]",[-1],1.7404556274414062e-05
"[1, 21, 25]","[1, -1]",1.7404556274414062e-05
"[1, 1131, 3, 49, 49]","[-1, 3, 49, 49]",1.811981201171875e-05
"[1, 15, 20, 7, 7, 192]","[-1, 7, 7, 192]",1.811981201171875e-05
"[8, 660, 660]","[1, 8, 660, 660]",4.029273986816406e-05
"[1, 506]","[1, 1, 1, 506]",1.8835067749023438e-05
"[2401, 6]","[49, 49, -1]",1.7404556274414062e-05
"[19, 19]",[-1],4.363059997558594e-05
"[1, 18134]",[-1],2.0742416381835938e-05
"[7, 13]",[-1],1.7642974853515625e-05
"[20, 7, 7, 1]","[-1, 49]",1.811981201171875e-05
"[8, 720, 720]","[1, 8, 720, 720]",1.9550323486328125e-05
"[4, 58, 2, 28, 28]","[4, -1, 28, 28]",1.8835067749023438e-05
[42],"[-1, 1]",1.7642974853515625e-05
"[8685, 1]",[-1],1.6927719116210938e-05
"[247, 1, 4]","[-1, 4]",1.7881393432617188e-05
"[80, 7, 7, 1]","[-1, 49]",1.71661376953125e-05
[594],"[-1, 1]",1.6927719116210938e-05
[39],"[-1, 1]",1.71661376953125e-05
"[4, 56, 56, 96]","[4, 8, 7, 8, 7, 96]",1.9788742065429688e-05
[21486],"[1, -1]",1.6927719116210938e-05
"[1008, 9, 4]","[-1, 4]",1.9311904907226562e-05
"[1, 18, 15, 64, 2]","[1, 18, 15, -1]",1.811981201171875e-05
"[1, 30, 22, 64, 2]","[1, 30, 22, -1]",1.7881393432617188e-05
[15],"[-1, 1]",1.7642974853515625e-05
"[70, 1, 4]","[-1, 4]",1.6689300537109375e-05
"[1, 15, 18, 64, 2]","[1, 15, 18, -1]",1.8358230590820312e-05
[850],"[-1, 1]",1.71661376953125e-05
"[1, 13600, 192]","[1, 100, 136, 192]",1.7642974853515625e-05
"[4, 4608, 1, 1, 1]","[4, -1]",1.71661376953125e-05
"[272, 200]",[-1],1.71661376953125e-05
"[1, 54400, 96]","[1, 200, 272, 96]",1.7881393432617188e-05
"[4000, 3]",[-1],1.7404556274414062e-05
"[252, 9]",[-1],1.6927719116210938e-05
"[59200, 3, 4]","[-1, 4]",1.6927719116210938e-05
[2268],"[-1, 1]",4.1484832763671875e-05
"[925, 3]",[-1],1.7404556274414062e-05
"[247, 9]",[-1],1.71661376953125e-05
"[1, 3400, 384]","[-1, 50, 68, 384]",1.8358230590820312e-05
"[1, 15200, 192]","[1, 100, 152, 192]",1.8835067749023438e-05
"[1, 50, 76, 384]","[1, 3800, 384]",1.7642974853515625e-05
"[9, 7]",[-1],1.71661376953125e-05
"[4000, 3, 4]","[-1, 4]",1.8596649169921875e-05
"[3800, 1]",[-1],1.7404556274414062e-05
[152],"[-1, 1]",1.7642974853515625e-05
"[63, 9]",[-1],1.71661376953125e-05
"[13600, 3, 4]","[-1, 4]",1.7404556274414062e-05
"[221, 3, 4]","[-1, 4]",1.6927719116210938e-05
[45],"[-1, 1]",1.6927719116210938e-05
"[24, 7, 7, 768]","[1, 4, 6, 7, 7, -1]",2.002716064453125e-05
"[247, 9, 4]","[-1, 4]",1.7404556274414062e-05
"[3400, 1]",[-1],1.6927719116210938e-05
"[4, 2048, 1, 1]","[4, -1]",1.7642974853515625e-05
"[4, 512, 7, 7]","[4, -1]",1.6927719116210938e-05
"[1, 21, 20]","[1, -1]",2.193450927734375e-05
"[4, 768, 1, 1]","[4, -1]",1.811981201171875e-05
[2550],"[-1, 1]",1.811981201171875e-05
"[1, 22, 23]","[1, -1]",1.7642974853515625e-05
[70],"[-1, 1]",1.71661376953125e-05
"[1, 7, 7, 1]","[1, 1, 7, 1, 7, 1]",1.9788742065429688e-05
[5],"[-1, 1]",1.71661376953125e-05
"[1131, 49, 96]","[-1, 7, 7, 96]",1.8596649169921875e-05
[6],"[-1, 1]",1.71661376953125e-05
"[1, 22, 19, 64, 2]","[1, 22, 19, -1]",1.7642974853515625e-05
"[4, 512, 1, 1]","[4, -1]",3.5762786865234375e-05
"[3800, 9, 4]","[-1, 4]",1.8596649169921875e-05
[17],"[1, -1]",1.7881393432617188e-05
"[1276, 7, 7, 96]","[1, 29, 44, 7, 7, -1]",2.002716064453125e-05
"[1, 200, 272, 96]","[1, 54400, 96]",1.7642974853515625e-05
[221],"[-1, 1]",1.7404556274414062e-05
"[3800, 1, 4]","[-1, 4]",3.647804260253906e-05
"[850, 9]",[-1],1.811981201171875e-05
"[1, 3800, 384]","[-1, 50, 76, 384]",1.811981201171875e-05
"[1456, 3, 4]","[-1, 4]",3.719329833984375e-05
"[4, 640, 640]","[4, -1]",1.7642974853515625e-05
"[10, 10]",[-1],1.7404556274414062e-05
"[2401, 3]","[49, 49, -1]",1.7404556274414062e-05
[9],"[-1, 1]",1.6927719116210938e-05
"[49, 49]",[-1],1.7404556274414062e-05
"[25, 6, 4]","[-1, 4]",1.71661376953125e-05
"[16128, 9]",[-1],7.462501525878906e-05
"[54400, 3, 4]","[-1, 4]",1.8358230590820312e-05
"[8704, 1]",[-1],1.7642974853515625e-05
"[8, 420, 420]","[1, 8, 420, 420]",2.2411346435546875e-05
"[12, 13]",[-1],1.7642974853515625e-05
"[10, 4608, 1, 1, 1]","[10, -1]",1.71661376953125e-05
"[32, 31, 240]","[32, 31, 6, 40, 1]",1.8835067749023438e-05
"[38, 38]",[-1],1.7642974853515625e-05
"[252, 1, 4]","[-1, 4]",1.6927719116210938e-05
"[1, 80, 12, 49, 49]","[-1, 12, 49, 49]",1.7881393432617188e-05
"[1, 54400, 96]","[-1, 200, 272, 96]",1.811981201171875e-05
[15],"[1, -1]",1.6927719116210938e-05
"[7, 9]",[-1],1.7642974853515625e-05
"[6, 4608, 1, 1, 1]","[6, -1]",1.6689300537109375e-05
"[850, 3]",[-1],1.71661376953125e-05
"[16, 7, 7, 384]","[-1, 49, 384]",1.71661376953125e-05
"[16, 60, 1, 1]","[16, -1]",1.6927719116210938e-05
"[1, 8, 10, 7, 7, 1]","[-1, 7, 7, 1]",1.8358230590820312e-05
"[14, 26]",[-1],1.6450881958007812e-05
[48],"[-1, 1]",1.6927719116210938e-05
"[130, 3]",[-1],1.811981201171875e-05
[13],"[-1, 1]",2.09808349609375e-05
"[1, 24, 24, 49, 49]","[-1, 24, 49, 49]",1.8596649169921875e-05
"[64000, 3]",[-1],3.8623809814453125e-05
"[66, 1, 4]","[-1, 4]",1.7642974853515625e-05
[2850],"[-1, 1]",1.6927719116210938e-05
"[80, 49, 384]","[-1, 7, 7, 384]",1.811981201171875e-05
"[4, 1, 7, 1, 7, 768]","[4, 7, 7, -1]",3.695487976074219e-05
"[32, 192, 300, 17]","[32, 3, 64, 300, 17]",1.8596649169921875e-05
"[70, 1]",[-1],1.71661376953125e-05
"[64, 7, 7, 1]","[-1, 49]",1.6927719116210938e-05
"[660, 8, 32]","[660, 1, 256]",1.7404556274414062e-05
[38],"[-1, 1]",1.71661376953125e-05
"[1025, 24, 64]","[1025, 2, 768]",1.7404556274414062e-05
[7],"[1, -1]",1.71661376953125e-05
"[1, 15, 18]","[1, -1]",1.6927719116210938e-05
"[1, 203, 308, 96]","[1, 29, 7, 44, 7, 96]",2.09808349609375e-05
"[63, 9, 4]","[-1, 4]",1.71661376953125e-05
"[64, 49, 192]","[-1, 7, 7, 192]",1.7642974853515625e-05
"[1, 15, 22, 7, 7, 192]","[-1, 7, 7, 192]",1.811981201171875e-05
"[1000, 3, 4]","[-1, 4]",3.1948089599609375e-05
"[13, 17]",[-1],1.8358230590820312e-05
"[4032, 9, 4]","[-1, 4]",1.6927719116210938e-05
"[1, 203, 308, 1]","[1, 29, 7, 44, 7, 1]",1.9311904907226562e-05
"[45, 2]",[-1],1.6927719116210938e-05
"[25, 37]",[-1],1.6927719116210938e-05
[96],"[-1, 1]",1.6689300537109375e-05
"[1131, 7, 7, 96]","[1, 29, 39, 7, 7, -1]",1.8596649169921875e-05
"[624, 3]",[-1],1.6927719116210938e-05
"[624, 1, 256]","[624, 8, 32]",1.71661376953125e-05
"[1276, 7, 7, 96]","[-1, 49, 96]",1.6689300537109375e-05
"[24, 26]",[-1],1.6689300537109375e-05
"[1, 300, 6, 49, 49]","[-1, 6, 49, 49]",1.7642974853515625e-05
"[1, 700]","[1, 1, 1, 700]",3.7670135498046875e-05
"[16, 7, 7, 1]","[-1, 49]",1.7881393432617188e-05
"[16, 49, 384]","[-1, 7, 7, 384]",1.7642974853515625e-05
"[16, 7, 7, 384]","[4, 2, 2, 7, 7, -1]",3.838539123535156e-05
"[1276, 49, 96]","[-1, 7, 7, 96]",1.8596649169921875e-05
"[1, 200, 304, 96]","[1, 60800, 96]",1.71661376953125e-05
[57],"[1, -1]",1.6927719116210938e-05
"[8714, 1]",[-1],3.337860107421875e-05
"[720, 8, 32]","[720, 1, 256]",1.7642974853515625e-05
"[506, 1, 256]","[506, 8, 32]",1.6927719116210938e-05
[43],"[1, -1]",1.71661376953125e-05
[3400],"[-1, 1]",1.71661376953125e-05
"[1, 28, 35, 1]","[1, 4, 7, 5, 7, 1]",1.8596649169921875e-05
"[330, 7, 7, 192]","[-1, 49, 192]",1.71661376953125e-05
"[418, 8, 32]","[418, 1, 256]",1.6689300537109375e-05
"[384, 3]",[-1],1.9550323486328125e-05
[44400],"[-1, 1]",1.9550323486328125e-05
"[1, 4, 6, 7, 7, 768]","[-1, 7, 7, 768]",1.9073486328125e-05
