id,source_neural_network,num_of_calls,parameters
#0,simmim_swin-base_8xb256-coslr-100e_in1k-192,5,"{'input': [[64, 36, 36]], 'masked': [[64, 36, 36]], 'value': [-100.0]}"
#1,simmim_swin-base_8xb256-coslr-100e_in1k-192,5,"{'input': [[64, 36, 36]], 'masked': [[64, 36, 36]], 'value': [0.0]}"
#2,simmim_swin-base_8xb256-coslr-100e_in1k-192,5,"{'input': [[16, 36, 36]], 'masked': [[16, 36, 36]], 'value': [-100.0]}"
#3,simmim_swin-base_8xb256-coslr-100e_in1k-192,5,"{'input': [[16, 36, 36]], 'masked': [[16, 36, 36]], 'value': [0.0]}"
#4,simmim_swin-base_8xb256-coslr-100e_in1k-192,45,"{'input': [[4, 36, 36]], 'masked': [[4, 36, 36]], 'value': [-100.0]}"
#5,simmim_swin-base_8xb256-coslr-100e_in1k-192,45,"{'input': [[4, 36, 36]], 'masked': [[4, 36, 36]], 'value': [0.0]}"
#6,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input': [[361, 49, 49]], 'masked': [[361, 49, 49]], 'value': [-100.0]}"
#7,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input': [[361, 49, 49]], 'masked': [[361, 49, 49]], 'value': [0.0]}"
#8,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input': [[100, 49, 49]], 'masked': [[100, 49, 49]], 'value': [-100.0]}"
#9,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input': [[100, 49, 49]], 'masked': [[100, 49, 49]], 'value': [0.0]}"
#10,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,45,"{'input': [[25, 49, 49]], 'masked': [[25, 49, 49]], 'value': [-100.0]}"
#11,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,45,"{'input': [[25, 49, 49]], 'masked': [[25, 49, 49]], 'value': [0.0]}"
#12,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input': [[9, 49, 49]], 'masked': [[9, 49, 49]], 'value': [-100.0]}"
#13,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input': [[9, 49, 49]], 'masked': [[9, 49, 49]], 'value': [0.0]}"
#14,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input': [[48, 144, 144]], 'masked': [[48, 144, 144]], 'value': [-100.0]}"
#15,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input': [[48, 144, 144]], 'masked': [[48, 144, 144]], 'value': [0.0]}"
#16,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input': [[12, 144, 144]], 'masked': [[12, 144, 144]], 'value': [-100.0]}"
#17,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input': [[12, 144, 144]], 'masked': [[12, 144, 144]], 'value': [0.0]}"
#18,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,45,"{'input': [[4, 144, 144]], 'masked': [[4, 144, 144]], 'value': [-100.0]}"
#19,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,45,"{'input': [[4, 144, 144]], 'masked': [[4, 144, 144]], 'value': [0.0]}"
#20,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input': [[1, 144, 144]], 'masked': [[1, 144, 144]], 'value': [-100.0]}"
#21,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input': [[1, 144, 144]], 'masked': [[1, 144, 144]], 'value': [0.0]}"
#22,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,5,"{'input': [[70, 49, 49]], 'masked': [[70, 49, 49]], 'value': [-100.0]}"
#23,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,5,"{'input': [[70, 49, 49]], 'masked': [[70, 49, 49]], 'value': [0.0]}"
#24,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,5,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [-100.0]}"
#25,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,5,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [0.0]}"
#26,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,45,"{'input': [[6, 49, 49]], 'masked': [[6, 49, 49]], 'value': [-100.0]}"
#27,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,45,"{'input': [[6, 49, 49]], 'masked': [[6, 49, 49]], 'value': [0.0]}"
#28,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,5,"{'input': [[2, 49, 49]], 'masked': [[2, 49, 49]], 'value': [-100.0]}"
#29,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,5,"{'input': [[2, 49, 49]], 'masked': [[2, 49, 49]], 'value': [0.0]}"
#30,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,3,"{'input': [[1276, 49, 49]], 'masked': [[1276, 49, 49]], 'value': [-100.0]}"
#31,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,3,"{'input': [[1276, 49, 49]], 'masked': [[1276, 49, 49]], 'value': [0.0]}"
#32,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,3,"{'input': [[330, 49, 49]], 'masked': [[330, 49, 49]], 'value': [-100.0]}"
#33,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,3,"{'input': [[330, 49, 49]], 'masked': [[330, 49, 49]], 'value': [0.0]}"
#34,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,9,"{'input': [[88, 49, 49]], 'masked': [[88, 49, 49]], 'value': [-100.0]}"
#35,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,9,"{'input': [[88, 49, 49]], 'masked': [[88, 49, 49]], 'value': [0.0]}"
#36,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,3,"{'input': [[24, 49, 49]], 'masked': [[24, 49, 49]], 'value': [-100.0]}"
#37,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,3,"{'input': [[24, 49, 49]], 'masked': [[24, 49, 49]], 'value': [0.0]}"
#38,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,2,"{'input': [[1131, 49, 49]], 'masked': [[1131, 49, 49]], 'value': [-100.0]}"
#39,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,2,"{'input': [[1131, 49, 49]], 'masked': [[1131, 49, 49]], 'value': [0.0]}"
#40,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,2,"{'input': [[300, 49, 49]], 'masked': [[300, 49, 49]], 'value': [-100.0]}"
#41,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,2,"{'input': [[300, 49, 49]], 'masked': [[300, 49, 49]], 'value': [0.0]}"
#42,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,6,"{'input': [[80, 49, 49]], 'masked': [[80, 49, 49]], 'value': [-100.0]}"
#43,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,6,"{'input': [[80, 49, 49]], 'masked': [[80, 49, 49]], 'value': [0.0]}"
#44,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,2,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [-100.0]}"
#45,mask_rcnn_swin-t-p4-w7_fpn_1x_coco,2,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [0.0]}"
#46,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_l_p4_w7_coco_256x192.py,5,"{'input': [[70, 49, 49]], 'masked': [[70, 49, 49]], 'value': [-100.0]}"
#47,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_l_p4_w7_coco_256x192.py,5,"{'input': [[70, 49, 49]], 'masked': [[70, 49, 49]], 'value': [0.0]}"
#48,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_l_p4_w7_coco_256x192.py,5,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [-100.0]}"
#49,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_l_p4_w7_coco_256x192.py,5,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [0.0]}"
#50,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_l_p4_w7_coco_256x192.py,45,"{'input': [[6, 49, 49]], 'masked': [[6, 49, 49]], 'value': [-100.0]}"
#51,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_l_p4_w7_coco_256x192.py,45,"{'input': [[6, 49, 49]], 'masked': [[6, 49, 49]], 'value': [0.0]}"
#52,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_l_p4_w7_coco_256x192.py,5,"{'input': [[2, 49, 49]], 'masked': [[2, 49, 49]], 'value': [-100.0]}"
#53,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_l_p4_w7_coco_256x192.py,5,"{'input': [[2, 49, 49]], 'masked': [[2, 49, 49]], 'value': [0.0]}"
#54,sar_r31_parallel_decoder_toy_dataset,5,"{'input': [[8, 31, 6, 40, 1]], 'masked': [[8, 31, 6, 40, 1]], 'value': ['-inf']}"
#55,stark_st1_r50_500e_lasot,30,"{'input': [[16, 8, 528, 528]], 'masked': [[16, 1, 1, 528]], 'value': ['-inf']}"
#56,stark_st1_r50_500e_lasot,30,"{'input': [[16, 8, 1, 528]], 'masked': [[16, 1, 1, 528]], 'value': ['-inf']}"
#57,mask2former_r50_lsj_8x2_50e_coco,30,"{'input': [[2, 21504, 256]], 'masked': [[2, 21504, 1]], 'value': [0.0]}"
#58,satrn_small,30,"{'input': [[64, 8, 200, 200]], 'masked': [[64, 1, 1, 200]], 'value': ['-inf']}"
#59,satrn_small,30,"{'input': [[64, 8, 25, 25]], 'masked': [[64, 1, 25, 25]], 'value': ['-inf']}"
#60,satrn_small,30,"{'input': [[64, 8, 25, 200]], 'masked': [[64, 1, 1, 200]], 'value': ['-inf']}"
#61,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_256x192.py,5,"{'input': [[70, 49, 49]], 'masked': [[70, 49, 49]], 'value': [-100.0]}"
#62,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_256x192.py,5,"{'input': [[70, 49, 49]], 'masked': [[70, 49, 49]], 'value': [0.0]}"
#63,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_256x192.py,5,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [-100.0]}"
#64,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_256x192.py,5,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [0.0]}"
#65,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_256x192.py,45,"{'input': [[6, 49, 49]], 'masked': [[6, 49, 49]], 'value': [-100.0]}"
#66,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_256x192.py,45,"{'input': [[6, 49, 49]], 'masked': [[6, 49, 49]], 'value': [0.0]}"
#67,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_256x192.py,5,"{'input': [[2, 49, 49]], 'masked': [[2, 49, 49]], 'value': [-100.0]}"
#68,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_256x192.py,5,"{'input': [[2, 49, 49]], 'masked': [[2, 49, 49]], 'value': [0.0]}"
#69,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_t_p4_w7_coco_256x192.py,5,"{'input': [[70, 49, 49]], 'masked': [[70, 49, 49]], 'value': [-100.0]}"
#70,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_t_p4_w7_coco_256x192.py,5,"{'input': [[70, 49, 49]], 'masked': [[70, 49, 49]], 'value': [0.0]}"
#71,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_t_p4_w7_coco_256x192.py,5,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [-100.0]}"
