id,source_neural_network,num_of_calls,parameters
#0,configs--face--2d_kpt_sview_rgb_img--topdown_heatmap--wflw--hrnetv2_w18_wflw_256x256_awing.py,5,"{'condition': [[2, 98, 64, 64]], 'tensor1': [[2, 98, 64, 64]], 'tensor2': [[2, 98, 64, 64]]}"
#1,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 92, 124]], 'tensor1': [[2, 4, 92, 124]], 'tensor2': [[2, 4, 92, 124]]}"
#2,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 46, 62]], 'tensor1': [[2, 4, 46, 62]], 'tensor2': [[2, 4, 46, 62]]}"
#3,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 23, 31]], 'tensor1': [[2, 4, 23, 31]], 'tensor2': [[2, 4, 23, 31]]}"
#4,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 12, 16]], 'tensor1': [[2, 4, 12, 16]], 'tensor2': [[2, 4, 12, 16]]}"
#5,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 6, 8]], 'tensor1': [[2, 4, 6, 8]], 'tensor2': [[2, 4, 6, 8]]}"
#6,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 128, 96]], 'tensor1': [[2, 4, 128, 96]], 'tensor2': [[2, 4, 128, 96]]}"
#7,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 64, 48]], 'tensor1': [[2, 4, 64, 48]], 'tensor2': [[2, 4, 64, 48]]}"
#8,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 32, 24]], 'tensor1': [[2, 4, 32, 24]], 'tensor2': [[2, 4, 32, 24]]}"
#9,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 16, 12]], 'tensor1': [[2, 4, 16, 12]], 'tensor2': [[2, 4, 16, 12]]}"
#10,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 8, 6]], 'tensor1': [[2, 4, 8, 6]], 'tensor2': [[2, 4, 8, 6]]}"
#11,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 76, 104]], 'tensor1': [[2, 4, 76, 104]], 'tensor2': [[2, 4, 76, 104]]}"
#12,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 38, 52]], 'tensor1': [[2, 4, 38, 52]], 'tensor2': [[2, 4, 38, 52]]}"
#13,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 19, 26]], 'tensor1': [[2, 4, 19, 26]], 'tensor2': [[2, 4, 19, 26]]}"
#14,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 10, 13]], 'tensor1': [[2, 4, 10, 13]], 'tensor2': [[2, 4, 10, 13]]}"
#15,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 5, 7]], 'tensor1': [[2, 4, 5, 7]], 'tensor2': [[2, 4, 5, 7]]}"
#16,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 80, 144]], 'tensor1': [[2, 4, 80, 144]], 'tensor2': [[2, 4, 80, 144]]}"
#17,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 40, 72]], 'tensor1': [[2, 4, 40, 72]], 'tensor2': [[2, 4, 40, 72]]}"
#18,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 20, 36]], 'tensor1': [[2, 4, 20, 36]], 'tensor2': [[2, 4, 20, 36]]}"
#19,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 10, 18]], 'tensor1': [[2, 4, 10, 18]], 'tensor2': [[2, 4, 10, 18]]}"
#20,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 5, 9]], 'tensor1': [[2, 4, 5, 9]], 'tensor2': [[2, 4, 5, 9]]}"
#21,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 84, 112]], 'tensor1': [[2, 4, 84, 112]], 'tensor2': [[2, 4, 84, 112]]}"
#22,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 42, 56]], 'tensor1': [[2, 4, 42, 56]], 'tensor2': [[2, 4, 42, 56]]}"
#23,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 21, 28]], 'tensor1': [[2, 4, 21, 28]], 'tensor2': [[2, 4, 21, 28]]}"
#24,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 11, 14]], 'tensor1': [[2, 4, 11, 14]], 'tensor2': [[2, 4, 11, 14]]}"
#25,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'condition': [[2, 4, 6, 7]], 'tensor1': [[2, 4, 6, 7]], 'tensor2': [[2, 4, 6, 7]]}"
#26,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,10,"{'condition': [[0, 3, 32, 32]], 'tensor1': [[0, 3, 32, 32]], 'tensor2': [[0, 3, 32, 32]]}"
#27,yolact_r50_8x8_coco,40,"{'condition': [[19248, 4]], 'tensor1': [[19248, 4]], 'tensor2': [[19248, 4]]}"
#28,neg-margin_cosine_conv4_1xb64_cub_5way-1shot,5,"{'condition': [[64, 100]], 'tensor1': [[64, 100]], 'tensor2': [[64, 100]]}"
#29,dh_faster_rcnn_r50_fpn_1x_coco,1,"{'condition': [[17, 4]], 'tensor1': [[17, 4]], 'tensor2': [[17, 4]]}"
#30,dh_faster_rcnn_r50_fpn_1x_coco,1,"{'condition': [[22, 4]], 'tensor1': [[22, 4]], 'tensor2': [[22, 4]]}"
#31,dh_faster_rcnn_r50_fpn_1x_coco,1,"{'condition': [[21, 4]], 'tensor1': [[21, 4]], 'tensor2': [[21, 4]]}"
#32,dh_faster_rcnn_r50_fpn_1x_coco,1,"{'condition': [[32, 4]], 'tensor1': [[32, 4]], 'tensor2': [[32, 4]]}"
#33,dh_faster_rcnn_r50_fpn_1x_coco,1,"{'condition': [[27, 4]], 'tensor1': [[27, 4]], 'tensor2': [[27, 4]]}"
#34,configs--face--2d_kpt_sview_rgb_img--deeppose--wflw--res50_wflw_256x256_wingloss.py,5,"{'condition': [[2, 98, 2]], 'tensor1': [[2, 98, 2]], 'tensor2': [[2, 98, 2]]}"
#35,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'condition': [[30400, 4]], 'tensor1': [[30400, 4]], 'tensor2': [[30400, 4]]}"
#36,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'condition': [[7600, 4]], 'tensor1': [[7600, 4]], 'tensor2': [[7600, 4]]}"
#37,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'condition': [[1900, 4]], 'tensor1': [[1900, 4]], 'tensor2': [[1900, 4]]}"
#38,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'condition': [[494, 4]], 'tensor1': [[494, 4]], 'tensor2': [[494, 4]]}"
#39,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'condition': [[140, 4]], 'tensor1': [[140, 4]], 'tensor2': [[140, 4]]}"
#40,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[20000, 4]], 'tensor1': [[20000, 4]], 'tensor2': [[20000, 4]]}"
#41,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[5000, 4]], 'tensor1': [[5000, 4]], 'tensor2': [[5000, 4]]}"
#42,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[1250, 4]], 'tensor1': [[1250, 4]], 'tensor2': [[1250, 4]]}"
#43,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[338, 4]], 'tensor1': [[338, 4]], 'tensor2': [[338, 4]]}"
#44,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[98, 4]], 'tensor1': [[98, 4]], 'tensor2': [[98, 4]]}"
#45,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[33600, 4]], 'tensor1': [[33600, 4]], 'tensor2': [[33600, 4]]}"
#46,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[8400, 4]], 'tensor1': [[8400, 4]], 'tensor2': [[8400, 4]]}"
#47,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[2100, 4]], 'tensor1': [[2100, 4]], 'tensor2': [[2100, 4]]}"
#48,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[546, 4]], 'tensor1': [[546, 4]], 'tensor2': [[546, 4]]}"
#49,bbox_r50_grid_fpn_gn-neck+head_1x_coco,2,"{'condition': [[154, 4]], 'tensor1': [[154, 4]], 'tensor2': [[154, 4]]}"
#50,retinanet_free_anchor_r50_fpn_1x_coco,2,"{'condition': [[5, 50, 4]], 'tensor1': [[5, 50, 4]], 'tensor2': [[5, 50, 4]]}"
#51,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'condition': [[6, 50, 4]], 'tensor1': [[6, 50, 4]], 'tensor2': [[6, 50, 4]]}"
#52,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'condition': [[12, 50, 4]], 'tensor1': [[12, 50, 4]], 'tensor2': [[12, 50, 4]]}"
#53,retinanet_free_anchor_r50_fpn_1x_coco,3,"{'condition': [[1, 50, 4]], 'tensor1': [[1, 50, 4]], 'tensor2': [[1, 50, 4]]}"
#54,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'condition': [[7, 50, 4]], 'tensor1': [[7, 50, 4]], 'tensor2': [[7, 50, 4]]}"
#55,retinanet_free_anchor_r50_fpn_1x_coco,2,"{'condition': [[11, 50, 4]], 'tensor1': [[11, 50, 4]], 'tensor2': [[11, 50, 4]]}"
#56,detectors_htc_r50_1x_coco,1,"{'condition': [[326400, 4]], 'tensor1': [[326400, 4]], 'tensor2': [[326400, 4]]}"
#57,detectors_htc_r50_1x_coco,1,"{'condition': [[81600, 4]], 'tensor1': [[81600, 4]], 'tensor2': [[81600, 4]]}"
#58,detectors_htc_r50_1x_coco,1,"{'condition': [[20400, 4]], 'tensor1': [[20400, 4]], 'tensor2': [[20400, 4]]}"
#59,detectors_htc_r50_1x_coco,1,"{'condition': [[5100, 4]], 'tensor1': [[5100, 4]], 'tensor2': [[5100, 4]]}"
#60,detectors_htc_r50_1x_coco,1,"{'condition': [[1326, 4]], 'tensor1': [[1326, 4]], 'tensor2': [[1326, 4]]}"
#61,detectors_htc_r50_1x_coco,1,"{'condition': [[50, 4]], 'tensor1': [[50, 4]], 'tensor2': [[50, 4]]}"
#62,detectors_htc_r50_1x_coco,1,"{'condition': [[28, 4]], 'tensor1': [[28, 4]], 'tensor2': [[28, 4]]}"
#63,detectors_htc_r50_1x_coco,1,"{'condition': [[25, 4]], 'tensor1': [[25, 4]], 'tensor2': [[25, 4]]}"
#64,detectors_htc_r50_1x_coco,1,"{'condition': [[403200, 4]], 'tensor1': [[403200, 4]], 'tensor2': [[403200, 4]]}"
#65,detectors_htc_r50_1x_coco,1,"{'condition': [[100800, 4]], 'tensor1': [[100800, 4]], 'tensor2': [[100800, 4]]}"
#66,detectors_htc_r50_1x_coco,1,"{'condition': [[25200, 4]], 'tensor1': [[25200, 4]], 'tensor2': [[25200, 4]]}"
#67,detectors_htc_r50_1x_coco,1,"{'condition': [[6300, 4]], 'tensor1': [[6300, 4]], 'tensor2': [[6300, 4]]}"
#68,detectors_htc_r50_1x_coco,1,"{'condition': [[1638, 4]], 'tensor1': [[1638, 4]], 'tensor2': [[1638, 4]]}"
#69,detectors_htc_r50_1x_coco,1,"{'condition': [[26, 4]], 'tensor1': [[26, 4]], 'tensor2': [[26, 4]]}"
#70,detectors_htc_r50_1x_coco,1,"{'condition': [[23, 4]], 'tensor1': [[23, 4]], 'tensor2': [[23, 4]]}"
#71,detectors_htc_r50_1x_coco,1,"{'condition': [[19, 4]], 'tensor1': [[19, 4]], 'tensor2': [[19, 4]]}"
#72,detectors_htc_r50_1x_coco,2,"{'condition': [[364800, 4]], 'tensor1': [[364800, 4]], 'tensor2': [[364800, 4]]}"
#73,detectors_htc_r50_1x_coco,2,"{'condition': [[91200, 4]], 'tensor1': [[91200, 4]], 'tensor2': [[91200, 4]]}"
#74,detectors_htc_r50_1x_coco,2,"{'condition': [[22800, 4]], 'tensor1': [[22800, 4]], 'tensor2': [[22800, 4]]}"
#75,detectors_htc_r50_1x_coco,2,"{'condition': [[5700, 4]], 'tensor1': [[5700, 4]], 'tensor2': [[5700, 4]]}"
#76,detectors_htc_r50_1x_coco,2,"{'condition': [[1482, 4]], 'tensor1': [[1482, 4]], 'tensor2': [[1482, 4]]}"
#77,detectors_htc_r50_1x_coco,1,"{'condition': [[6, 4]], 'tensor1': [[6, 4]], 'tensor2': [[6, 4]]}"
#78,detectors_htc_r50_1x_coco,1,"{'condition': [[4, 4]], 'tensor1': [[4, 4]], 'tensor2': [[4, 4]]}"
#79,detectors_htc_r50_1x_coco,1,"{'condition': [[3, 4]], 'tensor1': [[3, 4]], 'tensor2': [[3, 4]]}"
#80,detectors_htc_r50_1x_coco,1,"{'condition': [[374400, 4]], 'tensor1': [[374400, 4]], 'tensor2': [[374400, 4]]}"
#81,detectors_htc_r50_1x_coco,1,"{'condition': [[93600, 4]], 'tensor1': [[93600, 4]], 'tensor2': [[93600, 4]]}"
#82,detectors_htc_r50_1x_coco,1,"{'condition': [[23400, 4]], 'tensor1': [[23400, 4]], 'tensor2': [[23400, 4]]}"
#83,detectors_htc_r50_1x_coco,1,"{'condition': [[5850, 4]], 'tensor1': [[5850, 4]], 'tensor2': [[5850, 4]]}"
