id,source_neural_network,num_of_calls,parameters
#0,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[1, 800, 1152]], 'dim': [' 0'], 'index': [[2]]}"
#1,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[10, 640, 864]], 'dim': [' 0'], 'index': [[10]]}"
#2,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[2, 704, 704]], 'dim': [' 0'], 'index': [[2]]}"
#3,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[5, 896, 704]], 'dim': [' 0'], 'index': [[5]]}"
#4,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[1, 768, 1120]], 'dim': [' 0'], 'index': [[4]]}"
#5,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[2, 736, 992]], 'dim': [' 0'], 'index': [[2]]}"
#6,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[2, 800, 1088]], 'dim': [' 0'], 'index': [[2]]}"
#7,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[2, 672, 1344]], 'dim': [' 0'], 'index': [[3]]}"
#8,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[3, 672, 896]], 'dim': [' 0'], 'index': [[3]]}"
#9,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,"{'input': [[1, 768, 1152]], 'dim': [' 0'], 'index': [[1]]}"
#10,detectors_htc_r50_1x_coco,1,"{'input': [[13, 800, 1088]], 'dim': [' 0'], 'index': [[30]]}"
#11,detectors_htc_r50_1x_coco,1,"{'input': [[11, 800, 1088]], 'dim': [' 0'], 'index': [[20]]}"
#12,detectors_htc_r50_1x_coco,1,"{'input': [[13, 800, 1088]], 'dim': [' 0'], 'index': [[15]]}"
#13,detectors_htc_r50_1x_coco,1,"{'input': [[11, 800, 1088]], 'dim': [' 0'], 'index': [[13]]}"
#14,detectors_htc_r50_1x_coco,1,"{'input': [[13, 800, 1088]], 'dim': [' 0'], 'index': [[14]]}"
#15,detectors_htc_r50_1x_coco,1,"{'input': [[11, 800, 1088]], 'dim': [' 0'], 'index': [[11]]}"
#16,detectors_htc_r50_1x_coco,2,"{'input': [[16, 800, 1344]], 'dim': [' 0'], 'index': [[17]]}"
#17,detectors_htc_r50_1x_coco,1,"{'input': [[3, 800, 1088]], 'dim': [' 0'], 'index': [[9]]}"
#18,detectors_htc_r50_1x_coco,1,"{'input': [[3, 800, 1088]], 'dim': [' 0'], 'index': [[6]]}"
#19,detectors_htc_r50_1x_coco,1,"{'input': [[16, 800, 1344]], 'dim': [' 0'], 'index': [[16]]}"
#20,detectors_htc_r50_1x_coco,1,"{'input': [[3, 800, 1088]], 'dim': [' 0'], 'index': [[3]]}"
#21,detectors_htc_r50_1x_coco,1,"{'input': [[2, 800, 1088]], 'dim': [' 0'], 'index': [[5]]}"
#22,detectors_htc_r50_1x_coco,3,"{'input': [[1, 800, 1216]], 'dim': [' 0'], 'index': [[1]]}"
#23,detectors_htc_r50_1x_coco,1,"{'input': [[2, 800, 1088]], 'dim': [' 0'], 'index': [[3]]}"
#24,detectors_htc_r50_1x_coco,1,"{'input': [[2, 800, 1088]], 'dim': [' 0'], 'index': [[2]]}"
#25,detectors_htc_r50_1x_coco,3,"{'input': [[3, 800, 1248]], 'dim': [' 0'], 'index': [[3]]}"
#26,detectors_htc_r50_1x_coco,1,"{'input': [[9, 800, 1216]], 'dim': [' 0'], 'index': [[11]]}"
#27,detectors_htc_r50_1x_coco,2,"{'input': [[9, 800, 1216]], 'dim': [' 0'], 'index': [[10]]}"
#28,detectors_htc_r50_1x_coco,1,"{'input': [[30, 800, 1216]], 'dim': [' 0'], 'index': [[37]]}"
#29,detectors_htc_r50_1x_coco,1,"{'input': [[14, 800, 1088]], 'dim': [' 0'], 'index': [[19]]}"
#30,detectors_htc_r50_1x_coco,2,"{'input': [[30, 800, 1216]], 'dim': [' 0'], 'index': [[30]]}"
#31,detectors_htc_r50_1x_coco,1,"{'input': [[14, 800, 1088]], 'dim': [' 0'], 'index': [[15]]}"
#32,detectors_htc_r50_1x_coco,1,"{'input': [[14, 800, 1088]], 'dim': [' 0'], 'index': [[14]]}"
#33,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[1, 640, 864]], 'dim': [' 0'], 'index': [[1]]}"
#34,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[7, 960, 704]], 'dim': [' 0'], 'index': [[7]]}"
#35,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[13, 544, 640]], 'dim': [' 0'], 'index': [[13]]}"
#36,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[1, 800, 1216]], 'dim': [' 0'], 'index': [[1]]}"
#37,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[6, 1024, 672]], 'dim': [' 0'], 'index': [[13]]}"
#38,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[1, 1056, 704]], 'dim': [' 0'], 'index': [[2]]}"
#39,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[26, 512, 768]], 'dim': [' 0'], 'index': [[34]]}"
#40,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[2, 576, 672]], 'dim': [' 0'], 'index': [[4]]}"
#41,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[2, 704, 832]], 'dim': [' 0'], 'index': [[7]]}"
#42,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input': [[2, 480, 544]], 'dim': [' 0'], 'index': [[14]]}"
#43,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[15, 672, 672]], 'dim': [' 0'], 'index': [[20]]}"
#44,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[1, 960, 672]], 'dim': [' 0'], 'index': [[1]]}"
#45,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[4, 736, 992]], 'dim': [' 0'], 'index': [[4]]}"
#46,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[8, 800, 1088]], 'dim': [' 0'], 'index': [[9]]}"
#47,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[3, 704, 1088]], 'dim': [' 0'], 'index': [[4]]}"
#48,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[1, 736, 992]], 'dim': [' 0'], 'index': [[1]]}"
#49,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[3, 1024, 768]], 'dim': [' 0'], 'index': [[3]]}"
#50,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[2, 960, 672]], 'dim': [' 0'], 'index': [[2]]}"
#51,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[4, 1216, 800]], 'dim': [' 0'], 'index': [[4]]}"
#52,mask_rcnn_regnetx-3.2GF_fpn_mstrain_3x_coco,1,"{'input': [[3, 1056, 704]], 'dim': [' 0'], 'index': [[3]]}"
#53,masktrack_rcnn_r50_fpn_12e_youtubevis2019,1,"{'input': [[1, 384, 640]], 'dim': [' 0'], 'index': [[17]]}"
