id,source_neural_network,num_of_calls,parameters
#0,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,{'input_tensor': [[9]]}
#1,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[15204]]}
#2,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[30]]}
#3,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[8319]]}
#4,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[72]]}
#5,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[10467]]}
#6,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[60]]}
#7,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[16308]]}
#8,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[65]]}
#9,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[9915]]}
#10,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[10131]]}
#11,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[117]]}
#12,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[15228]]}
#13,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[45]]}
#14,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[11040]]}
#15,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[172]]}
#16,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[10139]]}
#17,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[41]]}
#18,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[12503]]}
#19,maml_conv4_1xb105_cub_5way-5shot,5,{'input_tensor': [[25]]}
#20,meta-baseline_conv4_1xb100_cub_5way-1shot,5,{'input_tensor': [[50]]}
#21,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[10]]}
#22,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[246]]}
#23,attention-rpn_r50_c4_voc-split1_base-training,8,{'input_tensor': [[12000]]}
#24,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[9]]}
#25,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[119]]}
#26,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[7]]}
#27,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[121]]}
#28,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[16]]}
#29,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[240]]}
#30,attention-rpn_r50_c4_voc-split1_base-training,1,{'input_tensor': [[11997]]}
#31,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[23]]}
#32,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[105]]}
#33,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[20]]}
#34,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[108]]}
#35,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[59]]}
#36,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[197]]}
#37,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[15]]}
#38,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[113]]}
#39,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[17]]}
#40,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[111]]}
#41,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[46]]}
#42,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[210]]}
#43,attention-rpn_r50_c4_voc-split1_base-training,1,{'input_tensor': [[11998]]}
#44,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[13]]}
#45,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[115]]}
#46,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[12]]}
#47,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[116]]}
#48,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[53]]}
#49,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[203]]}
#50,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[14]]}
#51,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[114]]}
#52,yolact_r50_8x8_coco,6,{'input_tensor': [[3]]}
#53,yolact_r50_8x8_coco,4,{'input_tensor': [[19241]]}
#54,yolact_r50_8x8_coco,4,{'input_tensor': [[26]]}
#55,yolact_r50_8x8_coco,4,{'input_tensor': [[19145]]}
#56,yolact_r50_8x8_coco,4,{'input_tensor': [[36]]}
#57,yolact_r50_8x8_coco,2,{'input_tensor': [[19146]]}
#58,yolact_r50_8x8_coco,6,{'input_tensor': [[7]]}
#59,yolact_r50_8x8_coco,4,{'input_tensor': [[19229]]}
#60,yolact_r50_8x8_coco,6,{'input_tensor': [[10]]}
#61,yolact_r50_8x8_coco,2,{'input_tensor': [[19214]]}
#62,yolact_r50_8x8_coco,2,{'input_tensor': [[12]]}
#63,yolact_r50_8x8_coco,2,{'input_tensor': [[19226]]}
#64,yolact_r50_8x8_coco,4,{'input_tensor': [[19228]]}
#65,yolact_r50_8x8_coco,2,{'input_tensor': [[18]]}
#66,yolact_r50_8x8_coco,4,{'input_tensor': [[19194]]}
#67,yolact_r50_8x8_coco,2,{'input_tensor': [[19240]]}
#68,yolact_r50_8x8_coco,2,{'input_tensor': [[29]]}
#69,yolact_r50_8x8_coco,6,{'input_tensor': [[4]]}
#70,yolact_r50_8x8_coco,4,{'input_tensor': [[19237]]}
#71,yolact_r50_8x8_coco,6,{'input_tensor': [[9]]}
#72,yolact_r50_8x8_coco,2,{'input_tensor': [[19231]]}
#73,yolact_r50_8x8_coco,4,{'input_tensor': [[13]]}
#74,yolact_r50_8x8_coco,2,{'input_tensor': [[19196]]}
#75,yolact_r50_8x8_coco,6,{'input_tensor': [[11]]}
#76,yolact_r50_8x8_coco,2,{'input_tensor': [[19232]]}
#77,yolact_r50_8x8_coco,2,{'input_tensor': [[22]]}
#78,yolact_r50_8x8_coco,2,{'input_tensor': [[19180]]}
#79,yolact_r50_8x8_coco,2,{'input_tensor': [[6]]}
#80,yolact_r50_8x8_coco,2,{'input_tensor': [[19239]]}
#81,yolact_r50_8x8_coco,2,{'input_tensor': [[42]]}
#82,yolact_r50_8x8_coco,2,{'input_tensor': [[19150]]}
