id,source_neural_network,num_of_calls,parameters
#0,configs--animal--2d_kpt_sview_rgb_img--topdown_heatmap--horse10--hrnet_w48_horse10_256x256-split2.py,132,"{'input_shape': [[2, 1, 4096]], 'dim': [1]}"
#1,configs--animal--2d_kpt_sview_rgb_img--topdown_heatmap--horse10--hrnet_w48_horse10_256x256-split2.py,88,"{'input_shape': [[1, 1, 4096]], 'dim': [1]}"
#2,erfnet_fcn_4x4_512x1024_160k_cityscapes_seed0,5,"{'input_shape': [[4, 1, 512, 1024]], 'dim': [1]}"
#3,ann_r101-d8_769x769_40k_cityscapes,10,"{'input_shape': [[2, 1, 769, 769]], 'dim': [1]}"
#4,ccnet_r50-d8_769x769_40k_cityscapes,10,"{'input_shape': [[2, 1, 769, 769]], 'dim': [1]}"
#5,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--scnet50_coco_256x192.py,170,"{'input_shape': [[2, 1, 3072]], 'dim': [1]}"
#6,pspnet_r101-d8_512x1024_40k_cityscapes,10,"{'input_shape': [[2, 1, 512, 1024]], 'dim': [1]}"
#7,configs--animal--2d_kpt_sview_rgb_img--topdown_heatmap--animalpose--res101_animalpose_256x256.py,200,"{'input_shape': [[2, 1, 4096]], 'dim': [1]}"
#8,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[9, 1]], 'dim': [[]]}"
#9,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[9, 1]], 'dim': [-1]}"
#10,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[15204, 1]], 'dim': [-1]}"
#11,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[30, 1]], 'dim': [[]]}"
#12,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[30, 1]], 'dim': [-1]}"
#13,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[8319, 1]], 'dim': [-1]}"
#14,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,8,"{'input_shape': [[0, 1]], 'dim': [1]}"
#15,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[18, 1]], 'dim': [1]}"
#16,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[21, 1]], 'dim': [1]}"
#17,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[72, 1]], 'dim': [[]]}"
#18,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[72, 1]], 'dim': [-1]}"
#19,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[10467, 1]], 'dim': [-1]}"
#20,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[60, 1]], 'dim': [[]]}"
#21,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[60, 1]], 'dim': [-1]}"
#22,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[16308, 1]], 'dim': [-1]}"
#23,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[33, 1]], 'dim': [1]}"
#24,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[54, 1]], 'dim': [1]}"
#25,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[27, 1]], 'dim': [1]}"
#26,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[65, 1]], 'dim': [[]]}"
#27,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[65, 1]], 'dim': [-1]}"
#28,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[9915, 1]], 'dim': [-1]}"
#29,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[10131, 1]], 'dim': [-1]}"
#30,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[43, 1]], 'dim': [1]}"
#31,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[6, 1]], 'dim': [1]}"
#32,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[25, 1]], 'dim': [1]}"
#33,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[117, 1]], 'dim': [[]]}"
#34,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[117, 1]], 'dim': [-1]}"
#35,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[15228, 1]], 'dim': [-1]}"
#36,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[45, 1]], 'dim': [[]]}"
#37,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[45, 1]], 'dim': [-1]}"
#38,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[11040, 1]], 'dim': [-1]}"
#39,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[76, 1]], 'dim': [1]}"
#40,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[50, 1]], 'dim': [1]}"
#41,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[9, 1]], 'dim': [1]}"
#42,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[172, 1]], 'dim': [[]]}"
