id,source_neural_network,num_of_calls,parameters
#0,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}"
#1,encnet_r101-d8_512x512_20k_voc12aug,20,"{'input_size': [[1, 512, 512]], 'bins': [21], 'min': [0], 'max': [20]}"
#2,fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}"
#3,encnet_r101-d8_512x512_80k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}"
#4,encnet_r50-d8_512x512_40k_voc12aug,20,"{'input_size': [[1, 512, 512]], 'bins': [21], 'min': [0], 'max': [20]}"
#5,encnet_r50s-d8_512x512_80k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}"
#6,encnet_r50-d8_512x512_160k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}"
#7,encnet_r50-d8_512x512_80k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}"
#8,encnet_r50-d8_512x1024_80k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}"
#9,encnet_r101-d8_512x1024_80k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}"
#10,encnet_r101-d8_512x512_40k_voc12aug,20,"{'input_size': [[1, 512, 512]], 'bins': [21], 'min': [0], 'max': [20]}"
#11,encnet_r50-d8_512x512_20k_voc12aug,20,"{'input_size': [[1, 512, 512]], 'bins': [21], 'min': [0], 'max': [20]}"
#12,encnet_r101-d8_769x769_40k_cityscapes,10,"{'input_size': [[1, 769, 769]], 'bins': [19], 'min': [0], 'max': [18]}"
#13,encnet_r101-d8_512x512_160k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}"
#14,encnet_r50-d8_769x769_80k_cityscapes,10,"{'input_size': [[1, 769, 769]], 'bins': [19], 'min': [0], 'max': [18]}"
#15,encnet_r101-d8_769x769_80k_cityscapes,10,"{'input_size': [[1, 769, 769]], 'bins': [19], 'min': [0], 'max': [18]}"
#16,fastfcn_r50-d32_jpu_enc_4x4_512x1024_80k_cityscapes,20,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}"
#17,encnet_r50-d8_769x769_40k_cityscapes,10,"{'input_size': [[1, 769, 769]], 'bins': [19], 'min': [0], 'max': [18]}"
#18,fastfcn_r50-d32_jpu_enc_512x512_160k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}"
#19,encnet_r50-d8_512x1024_40k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}"
#20,encnet_r101-d8_512x1024_40k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}"
