item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[2, 128, 16, 16]",[4],[4],[0],[True],[True],[None],3.361701965332031e-05
"[2, 128, 16, 12]",[4],[4],[0],[True],[True],[None],2.3365020751953125e-05
"[2, 32, 64, 64]",[4],[4],[0],[True],[True],[None],2.2172927856445312e-05
"[2, 64, 32, 32]",[4],[4],[0],[True],[True],[None],2.1219253540039062e-05
"[2, 256, 64, 48]",[2],[2],[0],[True],[True],[None],2.2411346435546875e-05
"[2, 512, 32, 24]",[2],[2],[0],[True],[True],[None],2.2411346435546875e-05
"[2, 1024, 16, 12]",[2],[2],[0],[True],[True],[None],2.2172927856445312e-05
"[2, 256, 8, 8]",[4],[4],[0],[True],[True],[None],1.9311904907226562e-05
"[2, 256, 96, 72]",[2],[2],[0],[True],[True],[None],2.5272369384765625e-05
"[2, 512, 48, 36]",[2],[2],[0],[True],[True],[None],2.3365020751953125e-05
