item_0,item_1,item_2,time_cost
b c h w/ c -> b c h w,"[1, 2, 24, 28]",[2],4.982948303222656e-05
bnd/df->bnf,"[16, 14, 256]","[256, 64]",0.00012063980102539062
b h x y d/ x u v d -> b h x y u v,"[2, 1, 46, 62, 128]","[46, 46, 1, 128]",0.00011849403381347656
bnhw/bchw->bnc,"[2, 150, 64, 64]","[2, 512, 64, 64]",0.00014328956604003906
nc/mc->nm,"[100, 12544]","[5, 12544]",0.00015974044799804688
nc/mc->nm,"[100, 29120]","[5, 29120]",0.00014066696166992188
nc/mc->nm,"[100, 12544]","[3, 12544]",0.00013518333435058594
bnd/df->bnf,"[20, 16, 512]","[512, 128]",0.00010895729064941406
bcn/bck->bnk,"[2, 512, 8192]","[2, 512, 64]",0.000152587890625
bts/bcs->bct,"[64, 16, 16]","[64, 64, 16]",9.441375732421875e-05
b h x y d/ y u v d -> b h x y u v,"[2, 1, 46, 62, 128]","[62, 1, 62, 128]",9.72747802734375e-05
m/d->md,[196],[128],5.53131103515625e-05
b c h w/ c -> b c h w,"[1, 2, 192, 224]",[2],5.078315734863281e-05
nkctv/kvw->nctw,"[32, 3, 256, 150, 17]","[3, 17, 17]",0.0008990764617919922
bciw/bhwi->bchw,"[2, 512, 64, 128]","[2, 64, 128, 64]",0.00019288063049316406
ijkl/ ikl->ijkl,"[1, 128, 12, 14]","[1, 12, 14]",6.0558319091796875e-05
b c h w/ c -> b c h w,"[1, 2, 96, 112]",[2],4.9114227294921875e-05
bchw/bciw->bwhi,"[4, 64, 64, 64]","[4, 64, 64, 64]",0.00015115737915039062
nkctv/kvw->nctw,"[32, 3, 64, 300, 17]","[3, 17, 17]",0.00020742416381835938
bnd/df->bnf,"[18, 17, 512]","[512, 128]",0.0001442432403564453
bnd/df->bnf,"[20, 16, 1152]","[1152, 512]",0.00011277198791503906
nc/mc->nm,"[100, 12544]","[18, 12544]",0.00011014938354492188
nkctv/kvw->nctw,"[32, 3, 128, 150, 17]","[3, 17, 17]",0.0002129077911376953
nc/mc->nm,"[100, 49152]","[4, 49152]",0.0001583099365234375
lbqc/bchw->lbqhw,"[6, 1, 100, 256]","[1, 256, 182, 160]",0.00017690658569335938
bnd/df->bnf,"[22, 12, 512]","[512, 128]",0.00013375282287597656
bcn/bnk->bck,"[2, 512, 8192]","[2, 8192, 64]",0.0001556873321533203
bchw/bchj->bhwj,"[4, 64, 64, 64]","[4, 64, 64, 64]",0.000179290771484375
bnd/df->bnf,"[16, 14, 512]","[512, 128]",0.00011706352233886719
ijkl/ ikl->ijkl,"[1, 96, 24, 28]","[1, 24, 28]",5.793571472167969e-05
bnd/df->bnf,"[29, 14, 1152]","[1152, 512]",0.00010251998901367188
bnd/df->bnf,"[18, 17, 1024]","[1024, 256]",9.679794311523438e-05
ak/ kn-> an,"[15000, 11]","[11, 50]",9.012222290039062e-05
bnd/df->bnf,"[29, 14, 1024]","[1024, 256]",9.584426879882812e-05
nc/mc->nm,"[100, 21000]","[19, 21000]",0.00011682510375976562
nc/mc->nm,"[100, 25080]","[21, 25080]",0.0001316070556640625
nkctv/kvw->nctw,"[32, 3, 256, 75, 17]","[3, 17, 17]",0.0002129077911376953
bchj/bhwj->bchw,"[4, 512, 64, 64]","[4, 64, 64, 64]",0.00019168853759765625
bciw/bhwi->bchw,"[2, 512, 97, 97]","[2, 97, 97, 97]",0.00019478797912597656
bnd/df->bnf,"[18, 17, 256]","[256, 64]",0.00012540817260742188
lbqc/bchw->lbqhw,"[6, 1, 100, 256]","[1, 256, 192, 256]",0.00018024444580078125
b c h w/ c -> b c h w,"[1, 2, 48, 96]",[2],6.437301635742188e-05
bct/bcs->bts,"[64, 64, 16]","[64, 64, 16]",9.179115295410156e-05
ijkl/ ikl->ijkl,"[1, 64, 48, 56]","[1, 48, 56]",5.459785461425781e-05
lbqc/bchw->lbqhw,"[6, 1, 100, 256]","[1, 256, 184, 244]",0.00017762184143066406
m/d->md,[196],[192],5.793571472167969e-05
bqc/bchw->bqhw,"[2, 100, 256]","[2, 256, 256, 256]",0.00016570091247558594
bciw/bhwi->bchw,"[4, 512, 64, 64]","[4, 64, 64, 64]",0.00019240379333496094
bct/bcs->bts,"[64, 64, 256]","[64, 64, 256]",0.00012040138244628906
bck/bnk->bcn,"[2, 512, 64]","[2, 9409, 64]",9.894371032714844e-05
bnd/df->bnf,"[22, 12, 1024]","[1024, 256]",0.00012350082397460938
nc/nc->n,"[32, 128]","[32, 128]",7.05718994140625e-05
b c h w/ c -> b c h w,"[1, 2, 12, 14]",[2],5.5789947509765625e-05
bnd/df->bnf,"[29, 14, 512]","[512, 128]",0.00010657310485839844
nc/mc->nm,"[100, 12544]","[6, 12544]",0.00010204315185546875
bnd/df->bnf,"[22, 12, 256]","[256, 64]",9.799003601074219e-05
b c h w/ c -> b c h w,"[1, 2, 192, 384]",[2],5.412101745605469e-05
bnd/df->bnf,"[22, 12, 1152]","[1152, 512]",9.894371032714844e-05
bnd/df->bnf,"[20, 16, 1024]","[1024, 256]",9.5367431640625e-05
bchw/bchj->bhwj,"[2, 64, 64, 128]","[2, 64, 64, 128]",0.00011539459228515625
bnd/df->bnf,"[20, 16, 256]","[256, 64]",9.751319885253906e-05
b c h w/ c -> b c h w,"[1, 2, 384, 448]",[2],5.1021575927734375e-05
bchw/bchj->bhwj,"[2, 64, 97, 97]","[2, 64, 97, 97]",0.00012111663818359375
nc/ck->nk,"[1568, 128]","[128, 65536]",0.0010128021240234375
bts/bcs->bct,"[64, 64, 64]","[64, 64, 64]",0.0004982948303222656
bct/bcs->bts,"[64, 64, 64]","[64, 64, 64]",8.082389831542969e-05
bnd/df->bnf,"[16, 14, 1152]","[1152, 512]",0.00010943412780761719
ijkl/ ikl->ijkl,"[1, 32, 96, 112]","[1, 96, 112]",5.817413330078125e-05
bnd/df->bnf,"[18, 17, 1152]","[1152, 512]",0.00010156631469726562
b c h w/ c -> b c h w,"[1, 2, 6, 7]",[2],4.601478576660156e-05
bcn/bck->bnk,"[2, 512, 9409]","[2, 512, 64]",0.00015354156494140625
