id,source_neural_network,num_of_calls,parameters,running_time
#0,ann_r101-d8_769x769_40k_cityscapes,5,"{'dim': [[False]], 'tensor0': [[2, 2048, 97, 97]]}",0.00020140409469604492
#1,ann_r101-d8_769x769_40k_cityscapes,5,"{'dim': [[False]], 'tensor0': [[2, 512, 97, 97]]}",5.512475967407227e-05
#2,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,5,"{'dim': [[False]], 'tensor0': [[1]], 'tensor1': [[1]], 'tensor2': [[1]], 'tensor3': [[1]]}",1.9927024841308593e-05
#3,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[11408]], 'tensor1': [[11408]], 'tensor2': [[11408]], 'tensor3': [[11408]]}",1.9686222076416014e-05
#4,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[22816]], 'tensor1': [[22816]]}",1.924753189086914e-05
#5,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[22816]], 'tensor1': [[22816]], 'tensor2': [[22816]], 'tensor3': [[22816]]}",1.8012523651123046e-05
#6,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[2852]], 'tensor1': [[2852]], 'tensor2': [[2852]], 'tensor3': [[2852]]}",1.3115406036376953e-05
#7,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[5704]], 'tensor1': [[5704]]}",1.3036727905273437e-05
#8,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[5704]], 'tensor1': [[5704]], 'tensor2': [[5704]], 'tensor3': [[5704]]}",1.373291015625e-05
#9,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[713]], 'tensor1': [[713]], 'tensor2': [[713]], 'tensor3': [[713]]}",1.3158321380615234e-05
#10,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[1426]], 'tensor1': [[1426]]}",1.296520233154297e-05
#11,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[1426]], 'tensor1': [[1426]], 'tensor2': [[1426]], 'tensor3': [[1426]]}",1.3852119445800782e-05
#12,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'dim': [[False]], 'tensor0': [[192]], 'tensor1': [[192]], 'tensor2': [[192]], 'tensor3': [[192]]}",1.3005733489990234e-05
#13,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[384]], 'tensor1': [[384]]}",1.2843608856201171e-05
#14,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[-1]], 'tensor0': [[384]], 'tensor1': [[384]], 'tensor2': [[384]], 'tensor3': [[384]]}",1.3751983642578125e-05
#15,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'dim': [[False]], 'tensor0': [[48]], 'tensor1': [[48]], 'tensor2': [[48]], 'tensor3': [[48]]}",1.3039112091064453e-05
#16,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[96]], 'tensor1': [[96]]}",1.2388229370117188e-05
#17,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[-1]], 'tensor0': [[96]], 'tensor1': [[96]], 'tensor2': [[96]], 'tensor3': [[96]]}",1.374959945678711e-05
#18,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[1]], 'tensor1': [[1]]}",1.2831687927246094e-05
#19,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[15213]], 'tensor1': [[15213]]}",1.2960433959960937e-05
#20,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[45, 1]], 'tensor1': [[45, 1]], 'tensor2': [[45, 1]], 'tensor3': [[45, 1]]}",1.3175010681152343e-05
#21,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[3]], 'tensor1': [[3]]}",1.2969970703125e-05
#22,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[8349]], 'tensor1': [[8349]]}",1.2907981872558594e-05
#23,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 3]], 'tensor1': [[45, 3]], 'tensor2': [[45, 3]], 'tensor3': [[45, 3]]}",1.3260841369628906e-05
#24,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[0]], 'tensor0': [[15213, 4]], 'tensor1': [[15213, 4]]}",1.6732215881347658e-05
#25,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[0]], 'tensor0': [[15213]], 'tensor1': [[15213]]}",1.6469955444335937e-05
#26,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'dim': [[False]], 'tensor0': [[18]], 'tensor1': [[18]]}",1.54876708984375e-05
#27,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[21]], 'tensor1': [[21]]}",1.2907981872558594e-05
#28,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[12288]], 'tensor1': [[12288]], 'tensor2': [[12288]], 'tensor3': [[12288]]}",1.3241767883300781e-05
#29,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[24576]], 'tensor1': [[24576]]}",1.2943744659423828e-05
#30,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[24576]], 'tensor1': [[24576]], 'tensor2': [[24576]], 'tensor3': [[24576]]}",1.3568401336669921e-05
#31,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[3072]], 'tensor1': [[3072]], 'tensor2': [[3072]], 'tensor3': [[3072]]}",1.310586929321289e-05
#32,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[6144]], 'tensor1': [[6144]]}",1.2884140014648437e-05
#33,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[6144]], 'tensor1': [[6144]], 'tensor2': [[6144]], 'tensor3': [[6144]]}",1.3833045959472657e-05
#34,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[768]], 'tensor1': [[768]], 'tensor2': [[768]], 'tensor3': [[768]]}",1.2698173522949218e-05
#35,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[1536]], 'tensor1': [[1536]]}",1.2848377227783203e-05
#36,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[1536]], 'tensor1': [[1536]], 'tensor2': [[1536]], 'tensor3': [[1536]]}",1.3799667358398438e-05
#37,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[8]], 'tensor1': [[8]]}",1.2850761413574218e-05
#38,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[10539]], 'tensor1': [[10539]]}",1.296520233154297e-05
#39,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 8]], 'tensor1': [[45, 8]], 'tensor2': [[45, 8]], 'tensor3': [[45, 8]]}",1.2774467468261718e-05
#40,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[False]], 'tensor0': [[6]], 'tensor1': [[6]]}",1.2869834899902343e-05
#41,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[16368]], 'tensor1': [[16368]]}",1.2981891632080079e-05
#42,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 6]], 'tensor1': [[45, 6]], 'tensor2': [[45, 6]], 'tensor3': [[45, 6]]}",1.3241767883300781e-05
#43,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[0]], 'tensor0': [[16368, 4]], 'tensor1': [[16368, 4]]}",1.672983169555664e-05
#44,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[0]], 'tensor0': [[16368]], 'tensor1': [[16368]]}",1.644134521484375e-05
#45,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[33]], 'tensor1': [[33]]}",1.5430450439453125e-05
#46,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[54]], 'tensor1': [[54]]}",1.2853145599365234e-05
#47,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'dim': [[False]], 'tensor0': [[27]], 'tensor1': [[27]]}",1.2907981872558594e-05
#48,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[7904]], 'tensor1': [[7904]], 'tensor2': [[7904]], 'tensor3': [[7904]]}",1.3103485107421875e-05
