item_0,item_1,item_2,time_cost
"[2, 98, 64, 64]","[2, 98, 64, 64]","[2, 98, 64, 64]",4.553794860839844e-05
"[2, 4, 92, 124]","[2, 4, 92, 124]","[2, 4, 92, 124]",2.765655517578125e-05
"[2, 4, 46, 62]","[2, 4, 46, 62]","[2, 4, 46, 62]",2.6226043701171875e-05
"[2, 4, 23, 31]","[2, 4, 23, 31]","[2, 4, 23, 31]",2.5272369384765625e-05
"[2, 4, 12, 16]","[2, 4, 12, 16]","[2, 4, 12, 16]",3.123283386230469e-05
"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",3.8623809814453125e-05
"[2, 4, 128, 96]","[2, 4, 128, 96]","[2, 4, 128, 96]",2.7179718017578125e-05
"[2, 4, 64, 48]","[2, 4, 64, 48]","[2, 4, 64, 48]",2.47955322265625e-05
"[2, 4, 32, 24]","[2, 4, 32, 24]","[2, 4, 32, 24]",2.47955322265625e-05
"[2, 4, 16, 12]","[2, 4, 16, 12]","[2, 4, 16, 12]",2.47955322265625e-05
"[2, 4, 8, 6]","[2, 4, 8, 6]","[2, 4, 8, 6]",2.1696090698242188e-05
"[2, 4, 76, 104]","[2, 4, 76, 104]","[2, 4, 76, 104]",2.7418136596679688e-05
"[2, 4, 38, 52]","[2, 4, 38, 52]","[2, 4, 38, 52]",2.47955322265625e-05
"[2, 4, 19, 26]","[2, 4, 19, 26]","[2, 4, 19, 26]",2.384185791015625e-05
"[2, 4, 10, 13]","[2, 4, 10, 13]","[2, 4, 10, 13]",2.4080276489257812e-05
"[2, 4, 5, 7]","[2, 4, 5, 7]","[2, 4, 5, 7]",2.4557113647460938e-05
"[2, 4, 80, 144]","[2, 4, 80, 144]","[2, 4, 80, 144]",2.5510787963867188e-05
"[2, 4, 40, 72]","[2, 4, 40, 72]","[2, 4, 40, 72]",2.47955322265625e-05
"[2, 4, 20, 36]","[2, 4, 20, 36]","[2, 4, 20, 36]",3.4332275390625e-05
"[2, 4, 10, 18]","[2, 4, 10, 18]","[2, 4, 10, 18]",2.3603439331054688e-05
"[2, 4, 5, 9]","[2, 4, 5, 9]","[2, 4, 5, 9]",2.2411346435546875e-05
"[2, 4, 84, 112]","[2, 4, 84, 112]","[2, 4, 84, 112]",2.574920654296875e-05
"[2, 4, 42, 56]","[2, 4, 42, 56]","[2, 4, 42, 56]",2.5272369384765625e-05
"[2, 4, 21, 28]","[2, 4, 21, 28]","[2, 4, 21, 28]",2.47955322265625e-05
"[2, 4, 11, 14]","[2, 4, 11, 14]","[2, 4, 11, 14]",2.4080276489257812e-05
"[2, 4, 6, 7]","[2, 4, 6, 7]","[2, 4, 6, 7]",2.4080276489257812e-05
"[0, 3, 32, 32]","[0, 3, 32, 32]","[0, 3, 32, 32]",1.1682510375976562e-05
"[19248, 4]","[19248, 4]","[19248, 4]",2.574920654296875e-05
"[64, 100]","[64, 100]","[64, 100]",2.4318695068359375e-05
"[17, 4]","[17, 4]","[17, 4]",2.384185791015625e-05
"[22, 4]","[22, 4]","[22, 4]",2.3126602172851562e-05
"[21, 4]","[21, 4]","[21, 4]",2.3603439331054688e-05
"[32, 4]","[32, 4]","[32, 4]",2.3126602172851562e-05
"[27, 4]","[27, 4]","[27, 4]",2.384185791015625e-05
"[2, 98, 2]","[2, 98, 2]","[2, 98, 2]",2.384185791015625e-05
"[30400, 4]","[30400, 4]","[30400, 4]",2.5510787963867188e-05
"[7600, 4]","[7600, 4]","[7600, 4]",2.5272369384765625e-05
"[1900, 4]","[1900, 4]","[1900, 4]",2.4080276489257812e-05
"[494, 4]","[494, 4]","[494, 4]",2.2649765014648438e-05
"[140, 4]","[140, 4]","[140, 4]",2.765655517578125e-05
"[20000, 4]","[20000, 4]","[20000, 4]",2.5272369384765625e-05
"[5000, 4]","[5000, 4]","[5000, 4]",2.574920654296875e-05
"[1250, 4]","[1250, 4]","[1250, 4]",2.4318695068359375e-05
"[338, 4]","[338, 4]","[338, 4]",2.384185791015625e-05
"[98, 4]","[98, 4]","[98, 4]",2.4080276489257812e-05
"[33600, 4]","[33600, 4]","[33600, 4]",2.5272369384765625e-05
"[8400, 4]","[8400, 4]","[8400, 4]",2.4557113647460938e-05
"[2100, 4]","[2100, 4]","[2100, 4]",2.4318695068359375e-05
"[546, 4]","[546, 4]","[546, 4]",2.4080276489257812e-05
"[154, 4]","[154, 4]","[154, 4]",2.4080276489257812e-05
"[5, 50, 4]","[5, 50, 4]","[5, 50, 4]",2.3603439331054688e-05
"[6, 50, 4]","[6, 50, 4]","[6, 50, 4]",2.3603439331054688e-05
"[12, 50, 4]","[12, 50, 4]","[12, 50, 4]",2.3365020751953125e-05
"[1, 50, 4]","[1, 50, 4]","[1, 50, 4]",2.1696090698242188e-05
"[7, 50, 4]","[7, 50, 4]","[7, 50, 4]",2.1457672119140625e-05
"[11, 50, 4]","[11, 50, 4]","[11, 50, 4]",2.1696090698242188e-05
"[326400, 4]","[326400, 4]","[326400, 4]",2.8371810913085938e-05
"[81600, 4]","[81600, 4]","[81600, 4]",2.6464462280273438e-05
"[20400, 4]","[20400, 4]","[20400, 4]",2.5987625122070312e-05
"[5100, 4]","[5100, 4]","[5100, 4]",3.314018249511719e-05
"[1326, 4]","[1326, 4]","[1326, 4]",2.5033950805664062e-05
"[50, 4]","[50, 4]","[50, 4]",2.384185791015625e-05
"[28, 4]","[28, 4]","[28, 4]",2.3126602172851562e-05
"[25, 4]","[25, 4]","[25, 4]",2.3365020751953125e-05
"[403200, 4]","[403200, 4]","[403200, 4]",4.172325134277344e-05
"[100800, 4]","[100800, 4]","[100800, 4]",2.6464462280273438e-05
"[25200, 4]","[25200, 4]","[25200, 4]",2.5510787963867188e-05
"[6300, 4]","[6300, 4]","[6300, 4]",2.5272369384765625e-05
"[1638, 4]","[1638, 4]","[1638, 4]",2.47955322265625e-05
"[26, 4]","[26, 4]","[26, 4]",2.4080276489257812e-05
"[23, 4]","[23, 4]","[23, 4]",2.3365020751953125e-05
"[19, 4]","[19, 4]","[19, 4]",2.3126602172851562e-05
"[364800, 4]","[364800, 4]","[364800, 4]",3.2901763916015625e-05
"[91200, 4]","[91200, 4]","[91200, 4]",2.574920654296875e-05
"[22800, 4]","[22800, 4]","[22800, 4]",2.5510787963867188e-05
"[5700, 4]","[5700, 4]","[5700, 4]",2.4080276489257812e-05
"[1482, 4]","[1482, 4]","[1482, 4]",2.384185791015625e-05
"[6, 4]","[6, 4]","[6, 4]",2.4080276489257812e-05
"[4, 4]","[4, 4]","[4, 4]",2.3603439331054688e-05
"[3, 4]","[3, 4]","[3, 4]",2.3126602172851562e-05
"[374400, 4]","[374400, 4]","[374400, 4]",2.8848648071289062e-05
"[93600, 4]","[93600, 4]","[93600, 4]",2.5510787963867188e-05
"[23400, 4]","[23400, 4]","[23400, 4]",2.5987625122070312e-05
"[5850, 4]","[5850, 4]","[5850, 4]",2.4557113647460938e-05
"[1560, 4]","[1560, 4]","[1560, 4]",2.47955322265625e-05
"[14, 4]","[14, 4]","[14, 4]",2.4557113647460938e-05
"[13, 4]","[13, 4]","[13, 4]",2.3603439331054688e-05
"[56, 4]","[56, 4]","[56, 4]",2.3365020751953125e-05
"[45, 4]","[45, 4]","[45, 4]",2.3365020751953125e-05
"[44, 4]","[44, 4]","[44, 4]",2.288818359375e-05
"[257, 4]","[257, 4]","[257, 4]",2.4318695068359375e-05
"[233, 4]","[233, 4]","[233, 4]",2.3365020751953125e-05
"[207, 4]","[207, 4]","[207, 4]",2.3126602172851562e-05
"[115, 4]","[115, 4]","[115, 4]",2.384185791015625e-05
"[99, 4]","[99, 4]","[99, 4]",2.288818359375e-05
"[1024, 28]","[1024, 28]","[1024, 28]",2.2411346435546875e-05
"[29, 4]","[29, 4]","[29, 4]",2.1696090698242188e-05
"[18, 4]","[18, 4]","[18, 4]",2.1457672119140625e-05
"[14, 4]","[14, 4]","[14, 4]",2.1696090698242188e-05
"[58, 4]","[58, 4]","[58, 4]",2.1457672119140625e-05
"[338688, 4]","[338688, 4]","[338688, 4]",2.7894973754882812e-05
"[84672, 4]","[84672, 4]","[84672, 4]",2.574920654296875e-05
"[21168, 4]","[21168, 4]","[21168, 4]",2.574920654296875e-05
"[5292, 4]","[5292, 4]","[5292, 4]",2.47955322265625e-05
"[1386, 4]","[1386, 4]","[1386, 4]",2.4080276489257812e-05
"[44, 4]","[44, 4]","[44, 4]",2.4318695068359375e-05
[1024],[1024],[1024],2.4318695068359375e-05
"[24, 4]","[24, 4]","[24, 4]",2.384185791015625e-05
"[20, 4]","[20, 4]","[20, 4]",2.3365020751953125e-05
"[374400, 4]","[374400, 4]","[374400, 4]",2.8848648071289062e-05
"[93600, 4]","[93600, 4]","[93600, 4]",2.6226043701171875e-05
"[23400, 4]","[23400, 4]","[23400, 4]",2.5510787963867188e-05
"[5850, 4]","[5850, 4]","[5850, 4]",2.47955322265625e-05
"[1560, 4]","[1560, 4]","[1560, 4]",2.47955322265625e-05
"[33, 4]","[33, 4]","[33, 4]",2.4080276489257812e-05
"[21, 4]","[21, 4]","[21, 4]",2.4318695068359375e-05
"[16, 4]","[16, 4]","[16, 4]",2.4080276489257812e-05
"[326400, 4]","[326400, 4]","[326400, 4]",2.7179718017578125e-05
"[81600, 4]","[81600, 4]","[81600, 4]",2.5510787963867188e-05
"[20400, 4]","[20400, 4]","[20400, 4]",2.47955322265625e-05
"[5100, 4]","[5100, 4]","[5100, 4]",2.4318695068359375e-05
"[1326, 4]","[1326, 4]","[1326, 4]",2.384185791015625e-05
"[15, 4]","[15, 4]","[15, 4]",2.4080276489257812e-05
"[10, 4]","[10, 4]","[10, 4]",2.3603439331054688e-05
"[316800, 4]","[316800, 4]","[316800, 4]",2.6941299438476562e-05
"[79200, 4]","[79200, 4]","[79200, 4]",2.5987625122070312e-05
