item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[4, 64, 256, 256]",[3],[2],[1],[1],[True],[False],6.985664367675781e-05
"[2, 64, 256, 512]",[3],[2],[1],[1],[True],[False],7.05718994140625e-05
"[2, 64, 385, 385]",[3],[2],[1],[1],[True],[False],6.771087646484375e-05
"[2, 64, 128, 96]",[3],[2],[1],[1],[True],[False],4.601478576660156e-05
"[2, 64, 128, 128]",[3],[2],[1],[1],[True],[False],3.886222839355469e-05
"[4, 64, 240, 240]",[3],[2],[1],[1],[True],[False],6.771087646484375e-05
"[2, 64, 192, 144]",[3],[2],[1],[1],[True],[False],6.0558319091796875e-05
"[2, 64, 400, 608]",[3],[2],[1],[1],[False],[False],6.937980651855469e-05
"[1, 64, 128, 128]",[3],[2],[1],[1],[True],[False],3.933906555175781e-05
"[2, 256, 25, 38]",[1],[2],[0],[1],[False],[False],3.838539123535156e-05
