item_0,item_1,time_cost
"[2, 22, 64, 64]","[2, 22, -1]",1.5020370483398438e-05
"[1, 22, 64, 64]","[1, 22, -1]",1.2159347534179688e-05
"[1, 1777844]",[-1],1.2874603271484375e-05
"[1, 1957690]",[-1],3.5762786865234375e-05
"[1, 2042390]",[-1],1.621246337890625e-05
"[1, 2010910]",[-1],1.5735626220703125e-05
"[1, 2007553]",[-1],1.5497207641601562e-05
"[2, 256, 97, 97]","[2, 256, -1]",5.054473876953125e-05
"[2, 256, 110]","[2, 256, -1]",1.6450881958007812e-05
"[2, 256, 9409]","[2, -1, 97, 97]",4.9591064453125e-05
"[1, 1094395]",[-1],2.0503997802734375e-05
"[1, 1172078]",[-1],1.2636184692382812e-05
"[1, 1149756]",[-1],1.2874603271484375e-05
"[1, 1116259]",[-1],1.1920928955078125e-05
"[1, 1163133]",[-1],1.2636184692382812e-05
"[1, 1093700]",[-1],1.2159347534179688e-05
"[1, 1150096]",[-1],1.2159347534179688e-05
"[1, 1157508]",[-1],1.2159347534179688e-05
"[1, 1049699]",[-1],1.239776611328125e-05
"[1, 1172174]",[-1],1.2636184692382812e-05
"[2, 17, 64, 48]","[2, 17, -1]",1.1444091796875e-05
"[1, 1037367]",[-1],1.239776611328125e-05
"[1, 1034789]",[-1],1.2159347534179688e-05
"[1, 1006411]",[-1],1.239776611328125e-05
"[1, 1033579]",[-1],1.2636184692382812e-05
"[1, 1005386]",[-1],1.2159347534179688e-05
"[2, 20, 64, 64]","[2, 20, -1]",1.2159347534179688e-05
"[2, 6, 1, 1]","[2, 1, 6, 1]",9.298324584960938e-06
"[256, 1536, 1, 1]","[1, 256, 6, 256]",1.1920928955078125e-05
"[2, 256, 6, 256]","[2, 256, 1536]",1.239776611328125e-05
"[2, 1536, 92, 124]","[2, 1536, 11408]",7.033348083496094e-05
"[2, 256, 11408]","[2, 256, 92, 124]",6.246566772460938e-05
"[2, 92, 124, 4]","[-1, 4]",1.811981201171875e-05
"[22816, 4]","[2, 92, 124, 4]",1.2874603271484375e-05
"[2, 1536, 46, 62]","[2, 1536, 2852]",5.078315734863281e-05
"[2, 256, 2852]","[2, 256, 46, 62]",1.9788742065429688e-05
"[2, 46, 62, 4]","[-1, 4]",1.2159347534179688e-05
"[5704, 4]","[2, 46, 62, 4]",1.0967254638671875e-05
"[2, 1536, 23, 31]","[2, 1536, 713]",1.3828277587890625e-05
"[2, 256, 713]","[2, 256, 23, 31]",1.2874603271484375e-05
"[2, 23, 31, 4]","[-1, 4]",1.1205673217773438e-05
"[1426, 4]","[2, 23, 31, 4]",1.049041748046875e-05
"[2, 1536, 12, 16]","[2, 1536, 192]",1.1920928955078125e-05
"[2, 256, 192]","[2, 256, 12, 16]",1.1205673217773438e-05
"[2, 12, 16, 4]","[-1, 4]",9.5367431640625e-06
