item_0,item_1,time_cost
"[1, 256, 64, 64]","[1, 1, 1, 1]",4.410743713378906e-05
"[640, 640]","[0, 0, 0, 0]",2.8133392333984375e-05
"[160, 160]","[0, 0, 0, 0]",2.5272369384765625e-05
"[800, 800]","[0, 0, 0, 0]",2.6464462280273438e-05
"[512, 512, 3, 3]","[1, 1, 1, 1]",4.839897155761719e-05
"[2, 16, 12, 512]","[0, 0, 0, 2, 0, 5]",4.267692565917969e-05
"[2, 24, 18, 512]","[0, 0, 0, 6, 0, 0]",5.0067901611328125e-05
"[1, 64, 32, 32]","[1, 1, 1, 1]",4.267692565917969e-05
"[1, 16, 12, 768]","[0, 0, 0, 2, 0, 5]",4.0531158447265625e-05
"[2, 32, 32, 768]","[0, 0, 0, 3, 0, 3]",4.6253204345703125e-05
