id,source_neural_network,num_of_calls,parameters,running_time
#0,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}",0.0001230335235595703
#1,encnet_r101-d8_512x512_20k_voc12aug,20,"{'input_size': [[1, 512, 512]], 'bins': [21], 'min': [0], 'max': [20]}",7.708311080932617e-05
#2,fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}",4.009246826171875e-05
#3,encnet_r101-d8_512x512_80k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}",5.123138427734375e-05
#4,encnet_r50-d8_512x512_40k_voc12aug,20,"{'input_size': [[1, 512, 512]], 'bins': [21], 'min': [0], 'max': [20]}",6.874561309814453e-05
#5,encnet_r50s-d8_512x512_80k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}",4.815578460693359e-05
#6,encnet_r50-d8_512x512_160k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}",4.785060882568359e-05
#7,encnet_r50-d8_512x512_80k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}",4.745721817016602e-05
#8,encnet_r50-d8_512x1024_80k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}",0.00012256383895874025
#9,encnet_r101-d8_512x1024_80k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}",0.00012295007705688478
#10,encnet_r101-d8_512x512_40k_voc12aug,20,"{'input_size': [[1, 512, 512]], 'bins': [21], 'min': [0], 'max': [20]}",6.833791732788086e-05
#11,encnet_r50-d8_512x512_20k_voc12aug,20,"{'input_size': [[1, 512, 512]], 'bins': [21], 'min': [0], 'max': [20]}",6.801605224609374e-05
#12,encnet_r101-d8_769x769_40k_cityscapes,10,"{'input_size': [[1, 769, 769]], 'bins': [19], 'min': [0], 'max': [18]}",0.00012600183486938477
#13,encnet_r101-d8_512x512_160k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}",4.746675491333008e-05
#14,encnet_r50-d8_769x769_80k_cityscapes,10,"{'input_size': [[1, 769, 769]], 'bins': [19], 'min': [0], 'max': [18]}",0.00012616872787475587
#15,encnet_r101-d8_769x769_80k_cityscapes,10,"{'input_size': [[1, 769, 769]], 'bins': [19], 'min': [0], 'max': [18]}",0.00012596845626831055
#16,fastfcn_r50-d32_jpu_enc_4x4_512x1024_80k_cityscapes,20,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}",0.00012246131896972656
#17,encnet_r50-d8_769x769_40k_cityscapes,10,"{'input_size': [[1, 769, 769]], 'bins': [19], 'min': [0], 'max': [18]}",0.0001047968864440918
#18,fastfcn_r50-d32_jpu_enc_512x512_160k_ade20k,20,"{'input_size': [[1, 512, 512]], 'bins': [150], 'min': [0], 'max': [149]}",4.754304885864258e-05
#19,encnet_r50-d8_512x1024_40k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}",0.00012333869934082032
#20,encnet_r101-d8_512x1024_40k_cityscapes,10,"{'input_size': [[1, 512, 1024]], 'bins': [19], 'min': [0], 'max': [18]}",0.00010140419006347656
