id,source_neural_network,num_of_calls,parameters,running_time
#0,ann_r101-d8_769x769_40k_cityscapes,20,"{'dim': [[False]], 'tensor0': [[2, 256, 1]], 'tensor1': [[2, 256, 9]], 'tensor2': [[2, 256, 36]], 'tensor3': [[2, 256, 64]]}",1.3527870178222657e-05
#1,ccnet_r50-d8_769x769_40k_cityscapes,10,"{'dim': [[False]], 'tensor0': [[2, 97, 97, 97]], 'tensor1': [[2, 97, 97, 97]]}",2.562284469604492e-05
#2,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--scnet50_coco_256x192.py,15,"{'dim': [[False]], 'tensor0': [[2, 32, 64, 48]], 'tensor1': [[2, 32, 64, 48]]}",1.608133316040039e-05
#3,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--scnet50_coco_256x192.py,20,"{'dim': [[False]], 'tensor0': [[2, 64, 32, 24]], 'tensor1': [[2, 64, 32, 24]]}",1.6400814056396486e-05
#4,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--scnet50_coco_256x192.py,30,"{'dim': [[False]], 'tensor0': [[2, 128, 16, 12]], 'tensor1': [[2, 128, 16, 12]]}",1.6236305236816405e-05
#5,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--scnet50_coco_256x192.py,15,"{'dim': [[False]], 'tensor0': [[2, 256, 8, 6]], 'tensor1': [[2, 256, 8, 6]]}",1.607656478881836e-05
#6,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,23,"{'dim': [[False]], 'tensor0': [[2, 9, 46, 62]], 'tensor1': [[2, 9, 46, 62]]}",1.602649688720703e-05
#7,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,23,"{'dim': [[False]], 'tensor0': [[2, 9, 64, 48]], 'tensor1': [[2, 9, 64, 48]]}",1.6102790832519533e-05
#8,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,23,"{'dim': [[False]], 'tensor0': [[2, 9, 38, 52]], 'tensor1': [[2, 9, 38, 52]]}",1.6019344329833984e-05
#9,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,23,"{'dim': [[False]], 'tensor0': [[2, 9, 40, 72]], 'tensor1': [[2, 9, 40, 72]]}",1.5790462493896485e-05
#10,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,23,"{'dim': [[False]], 'tensor0': [[2, 9, 42, 56]], 'tensor1': [[2, 9, 42, 56]]}",1.605510711669922e-05
#11,master_toy_dataset,540,"{'dim': [[False]], 'tensor0': [[3]], 'tensor1': [[3]]}",1.563549041748047e-05
#12,attention-rpn_r50_c4_voc-split1_base-training,200,"{'dim': [[False]], 'tensor0': [[1, 1]], 'tensor1': [[1, 4]]}",1.5761852264404297e-05
