id,source_neural_network,num_of_calls,parameters,running_time
#0,ann_r101-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 256, 9409]], 'dims': [[0, 2, 1]]}",5.252361297607422e-06
#1,ann_r101-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 256, 110]], 'dims': [[0, 2, 1]]}",4.687309265136719e-06
#2,ann_r101-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 9409, 256]], 'dims': [[0, 2, 1]]}",5.345344543457032e-06
#3,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 92, 124]], 'dims': [[0, 2, 3, 1]]}",4.847049713134765e-06
#4,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 92, 124, 4]], 'dims': [[0, 3, 1, 2]]}",4.5275688171386715e-06
#5,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 46, 62]], 'dims': [[0, 2, 3, 1]]}",4.439353942871094e-06
#6,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 46, 62, 4]], 'dims': [[0, 3, 1, 2]]}",4.334449768066406e-06
#7,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 23, 31]], 'dims': [[0, 2, 3, 1]]}",4.467964172363281e-06
#8,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 23, 31, 4]], 'dims': [[0, 3, 1, 2]]}",4.284381866455078e-06
#9,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 12, 16]], 'dims': [[0, 2, 3, 1]]}",4.439353942871094e-06
#10,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 12, 16, 4]], 'dims': [[0, 3, 1, 2]]}",4.327297210693359e-06
#11,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 6, 8]], 'dims': [[0, 2, 3, 1]]}",4.4536590576171874e-06
#12,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 6, 8, 4]], 'dims': [[0, 3, 1, 2]]}",4.315376281738282e-06
#13,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 92, 124]], 'dims': [[0, 2, 3, 1]]}",5.0425529479980465e-06
#14,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 46, 62]], 'dims': [[0, 2, 3, 1]]}",4.868507385253907e-06
#15,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 23, 31]], 'dims': [[0, 2, 3, 1]]}",4.684925079345703e-06
#16,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 12, 16]], 'dims': [[0, 2, 3, 1]]}",4.470348358154297e-06
#17,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 6, 8]], 'dims': [[0, 2, 3, 1]]}",4.403591156005859e-06
