id,source_neural_network,num_of_calls,parameters,running_time
#0,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,{'input_tensor': [[9]]},5.228757858276367e-05
#1,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[15204]]},0.0001241421699523926
#2,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[30]]},5.162477493286133e-05
#3,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[8319]]},0.00012245416641235352
#4,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[72]]},5.142688751220703e-05
#5,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[10467]]},0.00012271404266357423
#6,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[60]]},5.176305770874024e-05
#7,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[16308]]},0.00012395143508911132
#8,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[65]]},5.2790641784667966e-05
#9,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[9915]]},0.00012292861938476563
#10,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[10131]]},0.00012187719345092773
#11,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[117]]},5.225181579589844e-05
#12,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[15228]]},0.00012543439865112305
#13,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[45]]},5.2497386932373046e-05
#14,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[11040]]},0.00012607812881469725
#15,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[172]]},5.187511444091797e-05
#16,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[10139]]},0.00012401103973388672
#17,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[41]]},5.168676376342773e-05
#18,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,{'input_tensor': [[12503]]},0.00012305259704589844
#19,maml_conv4_1xb105_cub_5way-5shot,5,{'input_tensor': [[25]]},5.162715911865234e-05
#20,meta-baseline_conv4_1xb100_cub_5way-1shot,5,{'input_tensor': [[50]]},5.132436752319336e-05
#21,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[10]]},5.192995071411133e-05
#22,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[246]]},5.1288604736328126e-05
#23,attention-rpn_r50_c4_voc-split1_base-training,8,{'input_tensor': [[12000]]},0.00012175083160400391
#24,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[9]]},5.987882614135742e-05
#25,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[119]]},5.302906036376953e-05
#26,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[7]]},5.179643630981445e-05
#27,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[121]]},5.1503181457519534e-05
#28,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[16]]},5.224943161010742e-05
#29,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[240]]},5.181312561035156e-05
#30,attention-rpn_r50_c4_voc-split1_base-training,1,{'input_tensor': [[11997]]},0.00010604381561279296
#31,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[23]]},5.191326141357422e-05
#32,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[105]]},5.158662796020508e-05
#33,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[20]]},5.202054977416992e-05
#34,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[108]]},5.151748657226563e-05
#35,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[59]]},5.182027816772461e-05
#36,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[197]]},5.131244659423828e-05
#37,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[15]]},5.167245864868164e-05
#38,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[113]]},5.1131248474121096e-05
#39,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[17]]},5.141735076904297e-05
#40,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[111]]},5.086898803710938e-05
#41,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[46]]},5.120277404785156e-05
#42,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[210]]},5.1178932189941405e-05
#43,attention-rpn_r50_c4_voc-split1_base-training,1,{'input_tensor': [[11998]]},0.00010616779327392578
#44,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[13]]},5.13005256652832e-05
#45,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[115]]},5.086898803710938e-05
#46,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[12]]},5.1374435424804685e-05
#47,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[116]]},5.106687545776367e-05
#48,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[53]]},5.167245864868164e-05
#49,attention-rpn_r50_c4_voc-split1_base-training,4,{'input_tensor': [[203]]},5.1100254058837894e-05
#50,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[14]]},5.1472187042236325e-05
#51,attention-rpn_r50_c4_voc-split1_base-training,2,{'input_tensor': [[114]]},5.124568939208984e-05
#52,yolact_r50_8x8_coco,6,{'input_tensor': [[3]]},5.154132843017578e-05
