item_0,item_1,item_2,time_cost
"[2, 4096]","[2, 4096]",mean,3.8623809814453125e-05
"[2, 3072]","[2, 3072]",mean,5.269050598144531e-05
"[1, 3072]","[1, 3072]",mean,5.030632019042969e-05
"[1, 6912]","[1, 6912]",mean,4.124641418457031e-05
"[2, 6912]","[2, 6912]",mean,3.933906555175781e-05
"[1, 4096]","[1, 4096]",mean,3.504753112792969e-05
"[2, 2116]","[2, 2116]",mean,3.4332275390625e-05
"[2, 1600]","[2, 1600]",mean,4.0531158447265625e-05
"[1, 2116]","[1, 2116]",mean,3.337860107421875e-05
"[2, 1728]","[2, 1728]",mean,3.361701965332031e-05
