item_0,time_cost
[24480],6.461143493652344e-05
[4936],8.106231689453125e-05
[5142],6.628036499023438e-05
[247],4.482269287109375e-05
[16380],7.748603820800781e-05
[4826],6.341934204101562e-05
[4756],6.079673767089844e-05
[233],3.814697265625e-05
[18900],6.532669067382812e-05
[5044],6.222724914550781e-05
[241],3.7670135498046875e-05
[26550],6.556510925292969e-05
[5275],6.246566772460938e-05
[4638],6.151199340820312e-05
[243],3.743171691894531e-05
[15750],6.365776062011719e-05
[4683],6.079673767089844e-05
[4479],6.127357482910156e-05
[242],3.647804260253906e-05
[163200],7.319450378417969e-05
[40800],6.866455078125e-05
[10200],6.580352783203125e-05
[2550],6.0558319091796875e-05
[182400],7.295608520507812e-05
[45600],6.771087646484375e-05
[11400],7.033348083496094e-05
[2850],6.103515625e-05
[177600],7.152557373046875e-05
[44400],6.842613220214844e-05
[11100],6.4849853515625e-05
[2775],6.031990051269531e-05
[192000],7.033348083496094e-05
[48000],6.628036499023438e-05
[12000],6.4849853515625e-05
[3000],6.0558319091796875e-05
[172800],7.176399230957031e-05
[43200],6.771087646484375e-05
[10800],6.699562072753906e-05
[2700],6.508827209472656e-05
[118272],7.104873657226562e-05
[29568],6.556510925292969e-05
[7392],6.318092346191406e-05
[161280],7.009506225585938e-05
[40320],6.771087646484375e-05
[10080],6.437301635742188e-05
[2520],6.079673767089844e-05
[201600],7.224082946777344e-05
[50400],6.771087646484375e-05
[12600],6.341934204101562e-05
[3150],6.008148193359375e-05
[165888],7.033348083496094e-05
[41472],6.604194641113281e-05
[10368],7.081031799316406e-05
[2592],5.91278076171875e-05
[187200],7.176399230957031e-05
[46800],6.747245788574219e-05
[11700],6.29425048828125e-05
[2925],6.079673767089844e-05
[2],3.910064697265625e-05
[5],3.337860107421875e-05
[3],3.2901763916015625e-05
[4],3.24249267578125e-05
[1],2.9087066650390625e-05
[11],3.24249267578125e-05
[10],3.147125244140625e-05
[7],3.123283386230469e-05
[8],3.266334533691406e-05
[9],3.1948089599609375e-05
[6],3.170967102050781e-05
[155520],7.271766662597656e-05
[38880],6.723403930664062e-05
[9720],6.413459777832031e-05
[2430],6.0558319091796875e-05
[139392],7.176399230957031e-05
[34848],6.532669067382812e-05
[8712],6.4849853515625e-05
[2178],2.4080276489257812e-05
[82944],7.05718994140625e-05
[20736],6.437301635742188e-05
[5184],6.0558319091796875e-05
[109824],7.104873657226562e-05
[27456],6.461143493652344e-05
[6864],6.365776062011719e-05
[51000],6.818771362304688e-05
[5965],6.29425048828125e-05
[6311],6.246566772460938e-05
[5733],6.0558319091796875e-05
[6123],6.008148193359375e-05
[5843],5.984306335449219e-05
[6213],6.413459777832031e-05
[35280],6.628036499023438e-05
[5627],6.127357482910156e-05
[6587],6.246566772460938e-05
[5511],5.936622619628906e-05
[6435],6.175041198730469e-05
[5462],5.91278076171875e-05
[6538],6.127357482910156e-05
[39000],6.771087646484375e-05
[5886],6.222724914550781e-05
[5966],6.0558319091796875e-05
[5716],6.079673767089844e-05
[5754],6.008148193359375e-05
[5554],5.9604644775390625e-05
[5810],5.984306335449219e-05
[43560],6.794929504394531e-05
[4791],6.103515625e-05
[6156],6.151199340820312e-05
[4509],6.103515625e-05
[6037],6.0558319091796875e-05
[4596],5.9604644775390625e-05
[5988],6.079673767089844e-05
[51840],6.914138793945312e-05
[6227],6.222724914550781e-05
[5993],6.0558319091796875e-05
[5939],6.127357482910156e-05
[120960],7.081031799316406e-05
[30240],6.4849853515625e-05
[7560],6.29425048828125e-05
[150144],7.128715515136719e-05
[37536],6.67572021484375e-05
[9384],6.914138793945312e-05
[2346],5.936622619628906e-05
[147456],6.937980651855469e-05
[36864],6.580352783203125e-05
[9216],6.4849853515625e-05
[2304],2.3365020751953125e-05
[33799],6.4849853515625e-05
[33753],6.556510925292969e-05
[33626],6.365776062011719e-05
[33704],6.389617919921875e-05
[33662],6.4849853515625e-05
[33462],6.318092346191406e-05
[33562],6.461143493652344e-05
[33669],6.771087646484375e-05
[33678],6.437301635742188e-05
[33779],6.508827209472656e-05
[33617],6.508827209472656e-05
[33328],6.413459777832031e-05
[32903],6.413459777832031e-05
[33710],6.580352783203125e-05
[33658],6.437301635742188e-05
[33689],6.365776062011719e-05
[33629],6.437301635742188e-05
[33775],6.413459777832031e-05
