item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[2, 256, 64, 64]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0021953582763671875
"[48, 256, 14, 14]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004570960998535156
"[48, 1024, 14, 14]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019898414611816406
"[48, 256, 14, 14]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002253293991088867
"[32, 512, 6, 40]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.014121294021606445
"[32, 256, 12, 40]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004572629928588867
"[32, 512, 6, 40]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014047861099243164
"[32, 32, 64, 48]","[32, 32, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00045609474182128906
"[32, 128, 16, 12]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014235973358154297
"[32, 64, 32, 24]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0006093978881835938
